predus	ispred	dockpred	rfscore	logreg
0.0	0.09	0.00747	0.0	0.00948096487173191
0.0	0.04	0.00974	0.0	0.008248843745057724
0.0	0.13	0.02965	0.0	0.013826225133532885
0.0	0.07	0.01445	0.0	0.009593990845441231
0.0	0.15	0.0052	0.0	0.01125860363275179
0.0	0.0	0.00196	0.0	0.006630238060543976
0.0	0.03	0.00182	0.0	0.007307833552807958
0.0	0.0	0.00782	0.0	0.007077765281806638
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.0	0.08883	0.10505299963194689	0.0173868675927702
0.0	0.0	0.00845	0.0	0.007127628953170252
0.051	0.0	0.00289	0.0	0.005638133986724674
0.0	0.6	0.02436	0.12	0.05914111439735944
0.0	0.97	0.04077	0.34	0.20508837438664512
0.0	0.16	0.02441	0.0	0.014393004670560433
0.0	0.08	0.00205	0.0	0.008637564977802506
0.0	0.25	0.0108	0.0	0.016616805909582928
0.0	0.04	0.00605	0.0	0.007916854876538128
0.0	0.0	0.00258	0.0	0.006676225725921912
0.0	0.27	0.02499	0.0	0.02073552218325309
0.0	0.05	0.016	0.0	0.00913961676388704
0.0	0.03	0.00805	0.0	0.007832944290120885
0.0	0.0	0.00934	0.0	0.007198666197723107
0.0	0.06	0.01267	0.0	0.009101778843845254
0.0	0.0	0.00582	0.0	0.00692175170315374
0.0	0.13	0.00867	0.0	0.01095733064334294
0.0	0.53	0.00449	0.0	0.03833958501729693
0.0	0.53	0.00529	0.0	0.03867199799292997
0.0	0.48	0.00285	0.0	0.03209239655070854
0.0	0.14	0.00382	0.0	0.010729457435713264
0.0	0.93	0.00338	0.01	0.12929879999416635
0.0	0.79	0.0032	0.0	0.08519211250626131
0.0	0.0	0.00151	0.0	0.0065970571198257786
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.43	0.00507	0.0	0.027989562962971344
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.07	0.01058	0.0	0.009189953881811066
0.0	0.0	0.00129	0.0	0.006580895412805109
0.0	0.0	0.00987	0.0	0.0072413027179426505
0.0	0.04	0.00943	0.0	0.008220429737226267
0.0	0.0	0.00258	0.0	0.006676225725921912
0.0	0.01	0.00458	0.0	0.007055475551014984
0.0	0.01	0.00987	0.0	0.007483820265716107
0.0	0.01	0.00667	0.0	0.007221719624909727
0.0	0.0	0.00049	0.0	0.006522456428159343
0.0	0.01	0.00596	0.0	0.007164812742680383
0.0	0.0	0.00049	0.0	0.006522456428159343
0.0	0.05	0.00022	0.0	0.0076675750840923965
0.0	0.0	0.0	0.0	0.006486917438643348
0.122	0.0	0.00013	0.0	0.004298865840537702
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.18272	0.03152655821871314	0.04830308101309169
0.0	0.0	0.20611	0.03152655821871314	0.06190560031573574
1.0	0.0	0.3899	0.66	0.016990876822556438
0.0	0.0	0.00836	0.0	0.007120484275006773
0.569	0.0	0.21691	0.3933333333333333	0.010634024079035602
0.377	0.95	0.14813	0.815	0.18258228738645174
0.202	0.0	0.0036	0.0	0.0034075618824652666
0.0	0.0	0.00089	0.0	0.006551611192583293
0.0	0.11	0.00191	0.0	0.009518339122870522
0.0	0.02	0.00058	0.0	0.00697393600192312
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.02	0.00089	0.0	0.006998071891382042
0.0	0.0	0.0004	0.0	0.006515914389026822
0.0	0.0	0.00329	0.0	0.006729278283692489
0.0	0.0	0.0044	0.0	0.006813059815494659
0.0	0.01	0.00729	0.0	0.007271779804301515
0.0	0.01	0.00694	0.0	0.00724347783494781
0.0	0.01	0.00471	0.0	0.007065704355145842
0.0	0.01	0.00493	0.0	0.007083048192235609
0.0	0.01	0.00356	0.0	0.006975727383898868
0.0	0.01	0.00196	0.0	0.006852431778162367
0.0	0.01	0.0024	0.0	0.006886120695761195
0.0	0.0	0.0016	0.0	0.006603680085503223
0.0	0.01	0.00209	0.0	0.006862368250291325
0.0	0.0	0.0008	0.0	0.0065450401038020505
0.0	0.0	0.00196	0.0	0.006630238060543976
0.0	0.0	0.00222	0.0	0.006649484776487792
0.0	0.0	0.0012	0.0	0.006574295147112132
0.0	0.03	0.0068	0.0	0.007724665775775116
0.0	0.24	0.00849	0.0	0.0156779706841875
0.0	0.13	0.01138	0.0	0.01129189622499255
0.0	0.03	0.01289	0.0	0.00826658706727475
0.0	0.01	0.01014	0.0	0.007506362184082132
0.0	0.01	0.00502	0.0	0.007090155575356003
0.0	0.02	0.00738	0.0	0.007522848173504741
0.0	0.01	0.00289	0.0	0.006923831503986356
0.0	0.02	0.00373	0.0	0.007223084050088888
0.0	0.01	0.0044	0.0	0.007041336859806543
0.0	0.16	0.00333	0.0	0.011395215478909633
0.0	0.0	0.00262	0.0	0.006679203528253517
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.0	0.00018	0.0	0.006499950167694656
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.07	0.00147	0.0	0.008304195517734514
0.0	0.01	0.00173	0.0	0.006834886855903778
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.0	0.00658	0.0	0.006980630466897402
0.0	0.0	0.00022	0.0	0.006502849860415789
0.0	0.01	0.00382	0.0	0.006995969947105612
0.0	0.01	0.00049	0.0	0.006741062659750358
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.01	0.00107	0.0	0.006784787864117855
0.0	0.0	0.0008	0.0	0.0065450401038020505
0.0	0.01	0.00124	0.0	0.006797657170748712
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.0	0.0012	0.0	0.006574295147112132
0.0	0.01	0.00231	0.0	0.006879216426223345
0.0	0.01	0.0032	0.0	0.0069477952015106325
0.0	0.02	0.00338	0.0	0.0071949702323486275
0.0	0.03	0.00173	0.0	0.007300509567196596
0.0	0.11	0.00369	0.0	0.00970853771852018
0.0	0.02	0.0028	0.0	0.007148620595252252
0.0	0.03	0.00111	0.0	0.007250253051652783
0.0	0.08	0.00071	0.0	0.008509732615126579
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.11	0.00062	0.0	0.009382809405088614
0.0	0.0	0.00031	0.0	0.006509378868582041
0.0	0.28	0.00725	0.0	0.01762132579736926
0.0	0.04	0.00996	0.0	0.008269067590370535
0.0	0.06	0.01769	0.0	0.009624222547964047
0.0	0.03	0.02192	0.0	0.009140235759469734
0.0	0.26	0.01445	0.06	0.01787293906951932
0.0	0.03	0.01334	0.0	0.008308094944811118
0.0	0.01	0.01045	0.0	0.007532326754637245
0.0	0.01	0.00182	0.0	0.006841746940934181
0.0	0.05	0.0108	0.0	0.008625957096847265
0.0	0.0	0.0004	0.0	0.006515914389026822
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.01	0.00084	0.0	0.0067674149567320254
0.0	0.0	0.00071	0.0	0.006538475562268268
0.0	0.01	0.00196	0.0	0.006852431778162367
0.0	0.01	0.00636	0.0	0.007196817979495356
0.0	0.01	0.00498	0.0	0.00708699586465077
0.0	0.01	0.00124	0.0	0.006797657170748712
0.0	0.01	0.01014	0.0	0.007506362184082132
0.0	0.01	0.00974	0.0	0.0074729907235088966
0.0	0.01	0.00702	0.0	0.007249937200672351
0.0	0.01	0.00382	0.0	0.006995969947105612
0.0	0.01	0.00262	0.0	0.006903026782284281
0.0	0.0	0.00076	0.0	0.006542121721867626
0.0	0.01	0.00022	0.0	0.006720803404992389
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0004	0.0	0.006515914389026822
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.01	0.00027	0.0	0.006724550550903967
0.0	0.0	0.00022	0.0	0.006502849860415789
0.0	0.01	0.00227	0.0	0.006876150069035453
0.0	0.01	0.00258	0.0	0.006899949885553836
0.0	0.01	0.00342	0.0	0.006964851642950302
0.0	0.01	0.00413	0.0	0.007020181554100661
0.0	0.01	0.00222	0.0	0.006872319031248437
0.0	0.01	0.00227	0.0	0.006876150069035453
0.0	0.01	0.0012	0.0	0.006794626919238608
0.0	0.01	0.0012	0.0	0.006794626919238608
0.0	0.01	0.00156	0.0	0.006821947550254356
0.0	0.01	0.00467	0.0	0.007062555463560259
0.0	0.02	0.00645	0.0	0.007445317597682054
0.0	0.5	0.1364	0.3656743534243534	0.07282437083960608
0.0	0.3	0.11405	0.02	0.0338088642054957
0.0	0.08	0.07098	0.0	0.013424674225594468
0.083	0.0	0.03012	0.0	0.009831155985494125
0.036	0.0	0.01448	0.0	0.008858356531141547
0.0	0.0	0.00029	0.0	0.008125035135483539
0.027	0.0	0.06484	0.0	0.010165078281577401
0.0	0.0	0.00029	0.0	0.008125035135483539
0.0	0.1	0.05966	0.0	0.013971034082045353
0.0	0.0	0.01535	0.0	0.00849495501387891
0.0	0.0	0.02245	0.0	0.008675097764146983
0.0	0.0	0.0471	0.0	0.009330415416503866
0.0	0.05	0.06916	0.0	0.011963506885211543
0.0	0.01	0.07779	0.0	0.010597160198798618
0.0	0.03	0.12067	0.14	0.01293889692442248
0.0	0.01	0.127	0.45	0.012251068613144326
0.0	0.01	0.12662	0.45	0.012237367958262947
0.0	0.04	0.0754	0.0	0.011746864131891946
0.0	0.05	0.09343	0.0	0.01284963058176779
0.0	0.0	0.0023	0.0	0.008173467531873726
0.0	0.0	0.00902	0.0	0.008337478926844126
0.0	0.0	0.00019	0.0	0.008122633010352742
0.0	0.08	0.06062	0.0	0.01302171688491816
0.0	0.0	0.00096	0.0	0.008141147558080606
0.0	0.0	0.06408	0.0	0.00981011843845011
0.0	0.04	0.05698	0.0	0.011126194978035677
0.0	0.19	0.11741	0.4	0.02296216769365709
0.0	0.06	0.13372	0.3018181818181818	0.015004266696454993
0.0	0.0	0.00403	0.0	0.00821538232441159
0.0	0.21	0.09305	0.0	0.02299746563701098
0.0	0.07	0.14072	0.00480963480963481	0.01588544475548681
0.0	0.0	0.00038	0.0	0.008127197650498665
0.0	0.0	0.00537	0.0	0.008247994556037698
0.0	0.04	0.10859	0.0	0.012952751018264196
0.0	0.0	0.00201	0.0	0.008166462138208172
0.0	0.0	0.0	0.0	0.008118070912953647
0.272	0.0	0.06005	0.05	0.013551183043629029
0.0	0.0	0.0048	0.0	0.008234106527814441
0.0	0.0	0.02331	0.0	0.008697173395571973
0.0	0.0	0.03271	0.0	0.008942125582551731
0.022	0.04	0.12739	0.4	0.014064219536592974
0.022	0.05	0.21362	0.04322005772005772	0.018783750011774566
0.0	0.4	0.25314	0.140761388011388	0.071290190888122
0.0	0.42	0.42657	0.12414522639522638	0.12176376062988666
0.0	0.36	0.52058	0.2966452263952264	0.1280674663781951
0.027	0.32	0.56643	0.15242300417300417	0.13053709290528448
0.022	0.05	0.28729	0.00626030576030576	0.023289610836562592
0.0	0.0	0.0612	0.0	0.009727069176745562
0.0	0.06	0.35492	0.001899046104928458	0.028612480109720194
0.0	0.02	0.25755	0.051260305760305755	0.018641705622358593
0.0	0.0	0.1599	0.4374355366855368	0.013011394902115562
0.032	0.02	0.05276	0.0	0.010621771444849168
0.0	0.0	0.00585	0.0	0.008259707753141199
0.093	0.62	0.07588	0.04	0.10307662210431236
0.0	0.0	0.00096	0.0	0.008141147558080606
0.0	0.0	0.44652	0.10358086428674664	0.030049793302281167
0.0	0.12	0.42417	0.001899046104928458	0.04327812371012413
0.0	0.13	0.61199	0.4824942842001665	0.07593823810699661
0.0	0.0	0.04777	0.0	0.009348895649002929
0.0	0.0	0.0001	0.0	0.008120471699970313
0.0	0.0	0.0	0.0	0.008118070912953647
0.0	0.0	0.00086	0.0	0.008138740708481305
0.0	0.0	0.01065	0.0	0.008377750754173062
0.078	0.0	0.3601	0.0008108108108108109	0.025709642130447317
0.295	0.59	0.35127	0.3933333333333333	0.2310899420233584
0.0	0.65	0.26408	0.28756060606060607	0.16700192320708238
0.199	0.13	0.3529	0.17666666666666667	0.046383498545444476
0.422	0.97	0.03962	0.27	0.36276908671511804
0.0	0.0	0.02945	0.0	0.008856409274265856
0.054	0.49	0.40307	0.33155663780663786	0.1520072512891361
0.0	0.0	0.05986	0.0	0.009688665877320297
0.044	0.32	0.20374	0.23469227994227995	0.04944165747352041
0.433	0.19	0.25583	0.56	0.05739988037198799
0.303	0.15	0.26091	0.24333333333333335	0.04336396774171557
0.578	0.15	0.22456	0.44	0.05418918483493653
0.197	0.42	0.09736	0.01	0.062279550494804464
0.0	0.0	0.05209	0.0	0.00946892537043008
0.272	0.09	0.13094	0.26	0.023147616403417837
0.056	0.0	0.17592	0.2720238095238095	0.014610296379380066
0.0	0.15	0.1459	0.2956389998889999	0.021580899420009913
0.0	0.21	0.17333	0.19897233322233324	0.029035175599749514
0.056	0.4	0.25592	0.25061636636636636	0.07663398240950114
0.0	0.17	0.19933	0.23168878343878346	0.02710238240897686
0.0	0.05	0.08173	0.0	0.012414643429625031
0.056	0.21	0.174	0.1086590909090909	0.031128148725747665
0.0	0.0	0.00336	0.0	0.0081991241957658
0.022	0.05	0.13448	0.3018181818181818	0.014894960928394095
0.0	0.0	0.10427	0.0	0.011044991113103192
0.0	0.06	0.17362	0.00988899988899989	0.016867476073669393
0.0	0.0	0.05046	0.0	0.009423458115613119
0.0	0.0	0.04969	0.0	0.0094020549886356
0.0	0.0	0.00048	0.0	0.008129601114476985
0.0	0.0	0.0001	0.0	0.008120471699970313
0.0	0.0	0.00317	0.0	0.008194519491830287
0.0	0.0	0.05516	0.0	0.009555150795238618
0.329	0.92	0.23424	0.22	0.4293453673303175
0.119	0.85	0.22206	0.13466666666666666	0.3010879062034463
0.083	0.39	0.25803	0.01797747747747748	0.07683454062865915
0.022	0.31	0.16921	0.09944913419913419	0.04214027770313283
0.044	0.56	0.06906	0.03	0.07817187015188874
0.0	0.0	0.00211	0.0	0.008168877118279235
0.0	0.0	0.00163	0.0	0.008157291669783545
0.0	0.0	0.00029	0.0	0.008125035135483539
0.0	0.0	0.00134	0.0	0.00815030002635219
0.0	0.0	0.04336	0.0	0.009227919945316536
0.0	0.0	0.0	0.0	0.008118070912953647
0.0	0.0	0.00403	0.0	0.00821538232441159
0.0	0.0	0.18149	0.5969247141747143	0.013864379666458418
0.056	0.11	0.36566	0.02081081081081081	0.03777427453441205
0.272	0.07	0.49947	0.07	0.0619189933483816
0.0	0.0	0.19482	0.10425804750804751	0.014418313567693835
0.626	0.07	0.56835	0.24	0.11188235132695028
0.435	0.0	0.19472	0.46	0.024527996371918655
0.122	0.33	0.20086	0.03133333333333333	0.055694246751438
0.329	0.39	0.24086	0.09333333333333332	0.09701222527332995
0.244	0.63	0.54005	0.95	0.3648102405318054
0.197	0.9	0.19559	0.125	0.34561279555636215
0.0	0.0	0.00115	0.0	0.008145722517318491
0.0	0.0	0.01381	0.0	0.008456373946179234
0.0	0.0	0.00019	0.0	0.008122633010352742
0.0	0.0	0.00911	0.0	0.008339697509326236
0.0	0.17	0.1036	0.0	0.020511630318709655
0.0	0.0	0.05113	0.0	0.00944212087616329
0.0	0.13	0.08422	0.1	0.016754436193825394
0.0	0.22	0.10158	0.0	0.02444500875263241
0.0	0.0	0.04221	0.0	0.00919662875828259
0.0	0.14	0.10293	0.01	0.01835507708323383
0.0	0.05	0.13707	0.00480963480963481	0.014608838825622273
0.0	0.0	0.06839	0.0	0.009935717114477077
0.0	0.0	0.00249	0.0	0.008178060503732968
0.0	0.05	0.17976	0.09311627261627262	0.01655866259230139
0.0	0.02	0.08336	0.0	0.01117525858372012
0.0	0.0	0.00288	0.0	0.008187496203697513
0.0	0.08	0.17592	0.09311627261627262	0.018265475283162576
0.0	0.13	0.25966	0.5182603057603058	0.02794454244214797
0.0	0.04	0.1341	0.3018181818181818	0.013961914553117887
0.0	0.04	0.0823	0.0	0.011988068211358352
0.0	0.08	0.11089	0.0	0.015095181127423812
0.0	0.25	0.91309	0.5611937791496614	0.2393772121219431
0.0	0.43	0.42427	0.09414522639522639	0.12503464296381966
0.0	0.0	0.0495	0.0	0.009396781108377794
0.0	0.12	0.14715	0.00988899988899989	0.019422854464039473
0.0	0.03	0.03789	0.0	0.0101380512088717
0.0	0.01	0.10005	0.0	0.011316010947304781
0.0	0.01	0.10283	0.0	0.011409107314623294
0.0	0.02	0.11511	0.0	0.012271058639683191
0.0	0.0	0.0048	0.0	0.008234106527814441
0.0	0.01	0.07329	0.0	0.010457425629175033
0.0	0.0	0.02177	0.0	0.008657681943198442
0.0	0.02	0.09141	0.0	0.011443578895478559
0.0	0.09	0.10158	0.0	0.015234700414141895
0.027	0.0	0.0635	0.0	0.010124963365874264
0.0	0.0	0.05429	0.0	0.009530636923323203
0.044	0.17	0.1036	0.0	0.02164235672502193
0.032	0.37	0.06034	0.0	0.03867138029559761
0.036	0.92	0.11233	0.15	0.26639912802160204
