residue,predus,ispred,dockpred,vorfip,annotated
124_1CLI.A,0.0,0.02,0.02665,0.045,0
125_1CLI.A,0.0,0.0,0.0033799999999999998,0.0,0
126_1CLI.A,0.0,0.0,0.0,0.01,0
127_1CLI.A,0.0,0.0,0.00524,0.095,0
128_1CLI.A,0.0,0.04,0.06988,0.07,0
129_1CLI.A,0.0,0.0,0.00033999999999999997,0.005,0
130_1CLI.A,0.0,0.0,0.0012699999999999999,0.03,0
131_1CLI.A,0.0,0.29,0.06632,0.015,0
132_1CLI.A,0.0,0.14,0.06167,0.005,0
133_1CLI.A,0.0,0.0,0.00237,0.09,0
134_1CLI.A,0.0,0.13,0.015819999999999997,0.31,0
135_1CLI.A,0.0,0.0,0.00016999999999999999,0.36,0
136_1CLI.A,0.0,0.0,8e-05,0.48,0
137_1CLI.A,0.18,0.0,0.0,0.63,0
138_1CLI.A,0.122,0.96,0.004229999999999999,0.295,0
139_1CLI.A,0.18,0.96,0.0007599999999999999,0.4,0
140_1CLI.A,0.266,0.93,0.0017800000000000001,0.365,0
141_1CLI.A,0.35,0.97,0.00448,0.64,1
142_1CLI.A,0.18,0.0,0.0007599999999999999,0.35,0
143_1CLI.A,0.20199999999999999,0.82,0.0006799999999999999,0.52,0
144_1CLI.A,0.377,0.93,0.16107,0.69,0
145_1CLI.A,0.445,0.96,0.0055,0.555,1
146_1CLI.A,1.0,0.87,0.11903,0.385,0
147_1CLI.A,0.282,0.9,0.09204,0.155,1
148_1CLI.A,0.258,0.96,0.03883,0.135,1
149_1CLI.A,0.122,0.93,0.06988,0.175,1
150_1CLI.A,0.159,0.72,0.13992000000000002,0.13,1
151_1CLI.A,0.013000000000000001,0.24,0.18577,0.555,0
152_1CLI.A,0.0,0.08,0.23221,0.19,0
153_1CLI.A,0.02,0.12,0.04297,0.46,0
154_1CLI.A,0.121,0.0,0.0005099999999999999,0.0,1
155_1CLI.A,0.285,0.91,0.0015199999999999999,0.755,1
156_1CLI.A,0.0,0.0,0.00025,0.1,0
157_1CLI.A,0.265,0.93,0.0011,0.435,1
158_1CLI.A,0.0,0.0,0.00025,0.0,0
159_1CLI.A,0.265,0.93,0.00355,0.015,1
160_1CLI.A,0.0,0.0,0.0010199999999999999,0.01,0
161_1CLI.A,0.16,0.93,0.00271,0.12,0
162_1CLI.A,0.0,0.0,0.0,0.35,0
163_1CLI.A,0.0,0.0,8e-05,0.095,0
164_1CLI.A,0.0,0.0,0.0,0.055,0
165_1CLI.A,0.0,0.0,0.01455,0.165,0
166_1CLI.A,0.0,0.97,0.01345,0.02,0
167_1CLI.A,0.0,0.67,0.034089999999999995,0.145,0
168_1CLI.A,0.0,0.41,0.04602,0.025,0
169_1CLI.A,0.0,0.89,0.01218,0.08,0
170_1CLI.A,0.0,0.0,0.00601,0.065,0
171_1CLI.A,0.0,0.76,0.02276,0.01,0
172_1CLI.A,0.0,0.0,0.00922,0.045,0
173_1CLI.A,0.0,0.48,0.03536,0.125,0
174_1CLI.A,0.0,0.28,0.04543,0.065,0
175_1CLI.A,0.0,0.0,0.0165,0.015,0
176_1CLI.A,0.0,0.05,0.04035,0.015,0
177_1CLI.A,0.0,0.04,0.04272,0.0,0
178_1CLI.A,0.0,0.03,0.032060000000000005,0.0,0
179_1CLI.A,0.0,0.0,0.01929,0.0,0
180_1CLI.A,0.0,0.0,0.008709999999999999,0.0,0
181_1CLI.A,0.0,0.0,0.0,0.055,0
182_1CLI.A,0.0,0.0,0.0,0.075,0
183_1CLI.A,0.0,0.0,0.0,0.06,0
184_1CLI.A,0.0,0.0,0.0,0.02,0
185_1CLI.A,0.0,0.0,0.00821,0.0,0
186_1CLI.A,0.0,0.0,0.01683,0.005,0
187_1CLI.A,0.0,0.07,0.03451,0.015,0
188_1CLI.A,0.0,0.0,0.00406,0.18,0
189_1CLI.A,0.0,0.0,0.0,0.07,0
190_1CLI.A,0.0,0.0,0.0,0.015,0
191_1CLI.A,0.0,0.0,8e-05,0.3,0
192_1CLI.A,0.0,0.92,0.0007599999999999999,0.08,0
193_1CLI.A,0.0,0.3,0.00059,0.015,0
194_1CLI.A,0.0,0.0,0.00025,0.235,0
195_1CLI.A,0.0,0.97,0.01514,0.265,0
196_1CLI.A,0.0,0.9,0.04027,0.065,0
197_1CLI.A,0.0,0.0,8e-05,0.085,0
198_1CLI.A,0.0,0.94,0.0478,0.13,0
199_1CLI.A,0.0,0.98,0.07436,0.145,0
200_1CLI.A,0.0,0.0,0.05507000000000001,0.115,0
201_1CLI.A,0.0,0.0,0.03045,0.1,0
202_1CLI.A,0.0,0.56,0.13679000000000002,0.055,0
203_1CLI.A,0.0,0.85,0.21859,0.075,0
204_1CLI.A,0.0,0.15,0.24524,0.03,0
205_1CLI.A,0.0,0.09,0.18399000000000001,0.03,0
206_1CLI.A,0.0,0.03,0.21969,0.105,0
207_1CLI.A,0.0,0.04,0.11690999999999999,0.1,0
208_1CLI.A,0.0,0.0,0.019880000000000002,0.095,0
209_1CLI.A,0.0,0.03,0.06235,0.1,0
210_1CLI.A,0.0,0.04,0.11843,0.06,0
211_1CLI.A,0.0,0.18,0.14812999999999998,0.04,0
212_1CLI.A,0.0,0.04,0.1395,0.02,0
213_1CLI.A,0.0,0.0,0.09297000000000001,0.04,0
214_1CLI.A,0.0,0.03,0.18958,0.0,0
215_1CLI.A,0.0,0.03,0.06556000000000001,0.005,0
216_1CLI.A,0.0,0.02,0.06462999999999999,0.045,0
217_1CLI.A,0.0,0.0,0.02301,0.04,0
218_1CLI.A,0.0,0.0,0.00398,0.0,0
219_1CLI.A,0.0,0.0,0.00381,0.01,0
220_1CLI.A,0.0,0.01,0.03858,0.055,0
221_1CLI.A,0.0,0.0,0.01396,0.05,0
222_1CLI.A,0.0,0.0,0.0,0.01,0
223_1CLI.A,0.0,0.0,0.00609,0.05,0
224_1CLI.A,0.0,0.01,0.01971,0.03,0
225_1CLI.A,0.0,0.01,0.03045,0.0,0
226_1CLI.A,0.0,0.0,0.00914,0.0,0
227_1CLI.A,0.0,0.05,0.05507000000000001,0.02,0
228_1CLI.A,0.0,0.0,0.0214,0.01,0
229_1CLI.A,0.0,0.0,0.00364,0.0,0
230_1CLI.A,0.0,0.0,0.0022,0.025,0
231_1CLI.A,0.0,0.1,0.0527,0.045,0
232_1CLI.A,0.0,0.0,0.01235,0.0,0
233_1CLI.A,0.0,0.0,0.0,0.035,0
234_1CLI.A,0.0,0.03,0.0077,0.035,0
235_1CLI.A,0.0,0.02,0.05135,0.005,0
236_1CLI.A,0.0,0.0,0.0010199999999999999,0.01,0
237_1CLI.A,0.0,0.11,0.014969999999999999,0.025,0
238_1CLI.A,0.0,0.06,0.0456,0.025,0
239_1CLI.A,0.0,0.56,0.058460000000000005,0.035,0
240_1CLI.A,0.0,0.0,0.019459999999999998,0.005,0
241_1CLI.A,0.0,0.18,0.051770000000000004,0.0,0
242_1CLI.A,0.0,0.0,0.00364,0.005,0
243_1CLI.A,0.0,0.0,0.03105,0.025,0
244_1CLI.A,0.0,0.0,0.00025,0.015,0
245_1CLI.A,0.0,0.0,0.00016999999999999999,0.055,0
246_1CLI.A,0.0,0.0,0.0,0.19,0
247_1CLI.A,0.0,0.0,0.0,0.08,0
248_1CLI.A,0.0,0.0,0.0,0.0,0
249_1CLI.A,0.0,0.0,8e-05,0.0,0
250_1CLI.A,0.0,0.98,0.00203,0.08,0
251_1CLI.A,0.0,0.0,0.0010199999999999999,0.195,0
252_1CLI.A,0.0,0.0,0.0,0.045,0
253_1CLI.A,0.0,0.0,0.0,0.005,0
254_1CLI.A,0.0,0.0,0.02242,0.065,0
255_1CLI.A,0.0,0.81,0.00601,0.245,0
256_1CLI.A,0.0,0.0,0.00025,0.08,0
257_1CLI.A,0.0,0.0,0.0,0.08,0
258_1CLI.A,0.0,0.33,0.00854,0.025,0
259_1CLI.A,0.0,0.47,0.009640000000000001,0.065,1
260_1CLI.A,0.0,0.1,0.00609,0.13,0
261_1CLI.A,0.0,0.0,0.009309999999999999,0.005,0
262_1CLI.A,0.0,0.05,0.01548,0.02,0
263_1CLI.A,0.0,0.08,0.021490000000000002,0.0,0
264_1CLI.A,0.0,0.14,0.01726,0.07,0
265_1CLI.A,0.0,0.0,0.00195,0.025,0
266_1CLI.A,0.0,0.0,0.0034700000000000004,0.135,0
267_1CLI.A,0.0,0.0,0.0,0.185,0
268_1CLI.A,0.0,0.0,0.007109999999999999,0.125,0
269_1CLI.A,0.0,0.0,0.00491,0.105,0
270_1CLI.A,0.0,0.05,0.05972,0.095,0
271_1CLI.A,0.0,0.1,0.08104,0.065,0
272_1CLI.A,0.0,0.27,0.11759000000000001,0.12,0
273_1CLI.A,0.0,0.26,0.0818,0.035,0
274_1CLI.A,0.0,0.0,0.07774,0.045,0
275_1CLI.A,0.0,0.08,0.17037,0.04,0
276_1CLI.A,0.0,0.0,0.0637,0.0,0
277_1CLI.A,0.0,0.12,0.01963,0.11,0
278_1CLI.A,0.0,0.32,0.14956,0.105,0
279_1CLI.A,0.0,0.0,0.00093,0.0,0
280_1CLI.A,0.0,0.0,0.0006799999999999999,0.095,0
281_1CLI.A,0.0,0.2,0.10329,0.065,0
282_1CLI.A,0.0,0.11,0.20235,0.09,0
283_1CLI.A,0.0,0.0,0.0006799999999999999,0.035,0
284_1CLI.A,0.0,0.06,0.11099,0.115,0
285_1CLI.A,0.0,0.04,0.2707,0.075,0
286_1CLI.A,0.0,0.24,0.22959000000000002,0.13,0
287_1CLI.A,0.0,0.97,0.1219,0.255,0
288_1CLI.A,0.0,0.78,0.27299,0.15,0
289_1CLI.A,0.0,0.0,0.09702999999999999,0.09,0
290_1CLI.A,0.0,0.97,0.12342,0.0,0
291_1CLI.A,0.0,0.7,0.08653999999999999,0.0,0
292_1CLI.A,0.0,0.25,0.04314,0.2,0
293_1CLI.A,0.0,0.75,0.06817999999999999,0.1,0
294_1CLI.A,0.0,0.0,0.00271,0.005,0
295_1CLI.A,0.0,0.0,0.00584,0.025,0
296_1CLI.A,0.0,0.89,0.01599,0.0,0
297_1CLI.A,0.0,0.43,0.00592,0.11,0
298_1CLI.A,0.0,0.0,0.00016999999999999999,0.0,0
299_1CLI.A,0.0,0.0,0.0,0.0,0
300_1CLI.A,0.0,0.0,0.0,0.0,0
301_1CLI.A,0.0,0.0,0.00161,0.0,0
302_1CLI.A,0.0,0.0,0.0,0.0,0
303_1CLI.A,0.0,0.0,0.0,0.005,0
304_1CLI.A,0.0,0.0,0.0,0.0,0
305_1CLI.A,0.0,0.0,0.0,0.015,0
306_1CLI.A,0.0,0.0,0.0,0.055,0
307_1CLI.A,0.0,0.0,0.0,0.05,0
308_1CLI.A,0.0,0.0,0.00025,0.055,0
309_1CLI.A,0.0,0.0,0.029439999999999997,0.045,0
310_1CLI.A,0.0,0.12,0.03282,0.045,0
311_1CLI.A,0.0,0.05,0.0571,0.035,0
312_1CLI.A,0.0,0.02,0.05042,0.0,0
313_1CLI.A,0.0,0.0,0.00677,0.09,0
314_1CLI.A,0.0,0.02,0.05905,0.03,0
315_1CLI.A,0.0,0.03,0.04754,0.02,0
316_1CLI.A,0.0,0.0,0.0,0.0,0
317_1CLI.A,0.0,0.0,0.03443,0.03,0
318_1CLI.A,0.0,0.05,0.04382,0.025,0
319_1CLI.A,0.0,0.2,0.027489999999999997,0.02,0
320_1CLI.A,0.0,0.0,0.0012699999999999999,0.025,0
321_1CLI.A,0.0,0.09,0.08409,0.005,0
322_1CLI.A,0.0,0.06,0.08113,0.065,0
323_1CLI.A,0.0,0.12,0.07495,0.06,0
324_1CLI.A,0.0,0.1,0.08197,0.12,0
325_1CLI.A,0.0,0.0,0.031639999999999995,0.125,0
326_1CLI.A,0.0,0.04,0.07453,0.035,0
327_1CLI.A,0.0,0.0,0.04467,0.095,0
328_1CLI.A,0.0,0.0,0.05524,0.055,0
329_1CLI.A,0.0,0.03,0.05135,0.01,0
330_1CLI.A,0.0,0.0,0.00016999999999999999,0.055,0
331_1CLI.A,0.0,0.0,0.00161,0.055,0
332_1CLI.A,0.0,0.14,0.02411,0.02,0
333_1CLI.A,0.0,0.0,0.00491,0.09,0
334_1CLI.A,0.0,0.09,0.02022,0.085,0
335_1CLI.A,0.0,0.03,0.01294,0.15,0
336_1CLI.A,0.0,0.02,0.0077,0.025,0
337_1CLI.A,0.0,0.04,0.0165,0.095,0
338_1CLI.A,0.0,0.06,0.01963,0.105,0
339_1CLI.A,0.0,0.03,0.041710000000000004,0.22,0
340_1CLI.A,0.0,0.02,0.008879999999999999,0.225,0
341_1CLI.A,0.0,0.01,0.019540000000000002,0.125,0
1_1CMB.A,0.133,0.54,0.07892,0.53,0
2_1CMB.A,0.22,0.19,0.37644,0.57,0
3_1CMB.A,0.113,0.0,0.0751,0.16,0
4_1CMB.A,0.22,0.31,0.15941,0.52,0
5_1CMB.A,0.0,0.0,0.0141,0.005,0
6_1CMB.A,0.22,0.36,0.22423,0.64,0
7_1CMB.A,0.29,0.0,0.04927,0.23,0
8_1CMB.A,0.086,0.99,0.28251,0.505,0
9_1CMB.A,0.22,0.0,0.09178,0.205,0
10_1CMB.A,0.41600000000000004,0.0,0.07075,0.165,0
11_1CMB.A,0.0,0.0,0.03768,0.195,0
12_1CMB.A,0.0,0.92,0.02121,0.28,0
13_1CMB.A,0.0,0.6,0.009000000000000001,0.225,0
14_1CMB.A,0.0,0.86,0.01243,0.315,0
15_1CMB.A,0.0,0.57,0.004079999999999999,0.13,0
16_1CMB.A,0.0,0.39,0.00795,0.23,0
17_1CMB.A,0.0,0.32,0.029639999999999996,0.345,0
18_1CMB.A,0.0,0.08,0.02169,0.44,0
19_1CMB.A,0.282,0.11,0.19292,0.615,1
20_1CMB.A,0.0,0.12,0.17456,0.48,1
21_1CMB.A,0.47200000000000003,0.95,0.09095,0.44,1
22_1CMB.A,0.47200000000000003,0.99,0.389,0.535,1
23_1CMB.A,0.621,0.96,0.11488,0.46,1
24_1CMB.A,0.47200000000000003,0.86,0.57055,0.63,1
25_1CMB.A,0.78,0.93,0.34948,0.625,1
26_1CMB.A,0.986,0.97,0.48535,0.665,1
27_1CMB.A,0.621,0.8,0.47965,0.675,1
28_1CMB.A,0.282,0.98,0.2443,0.595,1
29_1CMB.A,0.41600000000000004,0.95,0.32515,0.57,0
30_1CMB.A,0.22,0.97,0.056260000000000004,0.755,1
31_1CMB.A,0.282,0.94,0.1115,0.625,0
32_1CMB.A,0.282,0.98,0.24984,0.585,0
33_1CMB.A,0.466,0.98,0.03575,0.72,0
34_1CMB.A,0.282,0.97,0.01822,0.64,0
35_1CMB.A,0.47200000000000003,0.97,0.08454,0.575,1
36_1CMB.A,0.282,0.0,0.05028,0.41,1
37_1CMB.A,0.0,0.97,0.02029,0.36,0
38_1CMB.A,0.0,0.98,0.013569999999999999,0.34,0
39_1CMB.A,0.0,0.97,0.0195,0.32,0
40_1CMB.A,0.0,0.69,0.027710000000000002,0.27,0
41_1CMB.A,0.0,0.95,0.0144,0.185,0
42_1CMB.A,0.0,0.96,0.01265,0.165,0
43_1CMB.A,0.0,0.0,0.00483,0.05,0
44_1CMB.A,0.0,0.46,0.01959,0.075,0
45_1CMB.A,0.0,0.98,0.015330000000000002,0.165,0
46_1CMB.A,0.0,0.96,0.007859999999999999,0.205,0
47_1CMB.A,0.0,0.77,0.01181,0.115,0
48_1CMB.A,0.0,0.0,0.00466,0.02,0
49_1CMB.A,0.0,0.5,0.0059700000000000005,0.07,0
50_1CMB.A,0.0,0.0,0.00466,0.095,0
51_1CMB.A,0.0,0.0,0.00773,0.05,0
52_1CMB.A,0.0,0.79,0.01212,0.155,0
53_1CMB.A,0.0,0.98,0.02723,0.47,0
54_1CMB.A,0.47200000000000003,0.95,0.04532,0.365,1
55_1CMB.A,0.0,0.0,0.00856,0.11,0
56_1CMB.A,0.0,0.0,0.025869999999999997,0.245,0
57_1CMB.A,0.133,0.95,0.34654,0.685,0
58_1CMB.A,0.29,0.96,0.24009,0.625,0
59_1CMB.A,0.0,0.0,0.0101,0.19,0
60_1CMB.A,1.0,0.99,0.20377,0.685,0
61_1CMB.A,1.0,0.79,0.9853299999999999,0.72,1
62_1CMB.A,1.0,0.0,0.28273000000000004,0.315,0
63_1CMB.A,0.698,0.97,0.12099000000000001,0.485,0
64_1CMB.A,1.0,0.95,0.4403,0.61,0
65_1CMB.A,0.184,0.98,1.0,0.775,0
66_1CMB.A,0.184,0.95,0.39845,0.585,0
67_1CMB.A,0.184,0.96,0.05292,0.195,0
68_1CMB.A,0.0,0.0,0.01866,0.08,0
69_1CMB.A,0.052000000000000005,0.98,0.00957,0.1,0
70_1CMB.A,0.466,0.98,0.037110000000000004,0.345,0
71_1CMB.A,0.0,0.0,0.00795,0.105,0
72_1CMB.A,0.0,0.28,0.01269,0.26,0
73_1CMB.A,0.0,0.35,0.00821,0.205,0
74_1CMB.A,0.0,0.13,0.0022,0.115,0
75_1CMB.A,0.0,0.0,0.0021100000000000003,0.04,0
76_1CMB.A,0.0,0.0,0.00057,0.015,0
77_1CMB.A,0.0,0.2,0.00509,0.15,0
78_1CMB.A,0.0,0.13,0.01137,0.065,0
79_1CMB.A,0.0,0.05,0.00435,0.105,0
80_1CMB.A,0.0,0.06,0.0012699999999999999,0.1,0
81_1CMB.A,0.0,0.06,0.00312,0.03,0
82_1CMB.A,0.0,0.07,0.00351,0.085,0
83_1CMB.A,0.0,0.06,0.0018899999999999998,0.085,0
84_1CMB.A,0.0,0.0,0.00053,0.02,0
85_1CMB.A,0.0,0.0,0.00047999999999999996,0.055,0
86_1CMB.A,0.0,0.07,0.00246,0.06,0
87_1CMB.A,0.0,0.03,0.00795,0.13,0
88_1CMB.A,0.0,0.0,0.0012699999999999999,0.0,0
89_1CMB.A,0.0,0.0,0.00066,0.045,0
90_1CMB.A,0.0,0.08,0.00839,0.15,0
91_1CMB.A,0.0,0.14,0.01287,0.365,0
92_1CMB.A,0.0,0.0,0.00479,0.0,0
93_1CMB.A,0.0,0.07,0.015019999999999999,0.125,0
94_1CMB.A,0.0,0.59,0.03193,0.435,0
95_1CMB.A,0.0,0.74,0.06381,0.345,0
96_1CMB.A,0.0,0.97,0.053970000000000004,0.265,0
97_1CMB.A,0.0,0.67,0.05902,0.295,0
98_1CMB.A,0.0,0.51,0.03781,0.12,0
99_1CMB.A,0.0,0.0,0.00246,0.04,0
100_1CMB.A,0.0,0.46,0.00474,0.085,0
101_1CMB.A,0.0,0.49,0.044789999999999996,0.2,0
102_1CMB.A,0.133,0.97,0.11559000000000001,0.41,0
103_1CMB.A,0.086,0.97,0.08116,0.375,0
104_1CMB.A,0.22,0.85,0.07272,0.435,0
6_1CMX.A,0.0,0.1,0.02159,0.65,0
7_1CMX.A,0.0,0.01,0.007540000000000001,0.74,0
8_1CMX.A,0.0,0.0,0.00418,0.755,0
9_1CMX.A,0.0,0.01,0.00515,0.765,0
10_1CMX.A,0.0,0.01,0.00168,0.79,1
11_1CMX.A,0.0,0.0,0.00228,0.465,1
12_1CMX.A,0.0,0.0,0.08174,0.1,1
13_1CMX.A,0.344,0.06,0.11617999999999999,0.0,1
14_1CMX.A,0.45799999999999996,0.07,0.2105,0.01,0
15_1CMX.A,0.20800000000000002,0.88,0.29631,0.11,1
16_1CMX.A,0.038,0.21,0.25551999999999997,0.0,0
17_1CMX.A,0.0,0.0,0.0102,0.0,0
18_1CMX.A,0.0,0.0,5e-05,0.03,0
19_1CMX.A,0.0,0.07,0.06899,0.02,0
20_1CMX.A,0.0,0.02,0.028689999999999997,0.0,0
21_1CMX.A,0.0,0.0,0.00011,0.01,0
22_1CMX.A,0.0,0.0,0.0,0.01,0
23_1CMX.A,0.0,0.01,0.03254,0.025,0
24_1CMX.A,0.0,0.01,0.008190000000000001,0.035,0
25_1CMX.A,0.0,0.0,0.0015199999999999999,0.05,0
26_1CMX.A,0.0,0.0,0.00119,0.04,0
27_1CMX.A,0.0,0.0,0.00054,0.065,0
28_1CMX.A,0.0,0.01,0.00998,0.14,0
29_1CMX.A,0.0,0.01,0.05294,0.355,0
30_1CMX.A,0.0,0.02,0.07404,0.815,0
31_1CMX.A,0.0,0.02,0.03216,0.315,0
32_1CMX.A,0.0,0.0,0.05608,0.815,0
33_1CMX.A,0.0,0.0,0.09036,0.405,0
34_1CMX.A,0.038,0.02,0.51972,0.38,0
35_1CMX.A,0.6759999999999999,0.08,0.70868,0.79,1
36_1CMX.A,0.6759999999999999,0.0,0.1836,0.37,0
37_1CMX.A,0.76,0.04,0.9585100000000001,0.155,1
38_1CMX.A,0.057,0.08,0.24575999999999998,0.35,0
39_1CMX.A,0.45799999999999996,0.0,0.05055,0.81,0
40_1CMX.A,0.20800000000000002,0.02,0.0416,0.155,0
41_1CMX.A,0.514,0.03,0.23176,0.28,0
42_1CMX.A,0.038,0.01,0.0627,0.75,0
43_1CMX.A,0.098,0.02,0.5666899999999999,0.16,0
44_1CMX.A,0.728,0.05,0.72246,0.145,1
45_1CMX.A,0.057,0.0,0.0454,0.145,0
46_1CMX.A,0.0,0.02,0.42583000000000004,0.005,0
47_1CMX.A,0.45799999999999996,0.03,1.0,0.0,0
48_1CMX.A,0.038,0.0,0.2981,0.03,0
49_1CMX.A,0.0,0.01,0.3544,0.0,0
50_1CMX.A,0.0,0.01,0.10002,0.0,0
51_1CMX.A,0.0,0.01,0.0294,0.015,0
52_1CMX.A,0.0,0.0,0.00016,0.08,0
53_1CMX.A,0.0,0.01,0.00949,0.765,0
54_1CMX.A,0.0,0.0,0.0,0.165,0
55_1CMX.A,0.0,0.0,0.0,0.255,0
56_1CMX.A,0.0,0.0,5e-05,0.19,0
57_1CMX.A,0.0,0.0,0.0064,0.09,0
58_1CMX.A,0.5760000000000001,0.0,0.01188,0.03,0
59_1CMX.A,0.307,0.0,0.055970000000000006,0.025,0
60_1CMX.A,0.20800000000000002,0.0,0.01356,0.025,0
61_1CMX.A,0.344,0.04,0.07919,0.015,0
62_1CMX.A,0.344,0.03,0.09448,0.0,0
78_1CMX.A,0.0,0.01,0.10349000000000001,0.0,0
79_1CMX.A,0.0,0.0,0.03075,0.0,0
80_1CMX.A,0.0,0.0,0.0016300000000000002,0.0,0
81_1CMX.A,0.0,0.0,0.028480000000000002,0.015,0
82_1CMX.A,0.0,0.0,5e-05,0.0,0
83_1CMX.A,0.038,0.01,0.03574,0.015,0
84_1CMX.A,0.0,0.0,0.011609999999999999,0.005,1
85_1CMX.A,0.0,0.02,0.0166,0.04,0
86_1CMX.A,0.0,0.0,0.00852,0.0,0
87_1CMX.A,0.0,0.01,0.01687,0.03,0
88_1CMX.A,0.0,0.0,0.0036899999999999997,0.01,1
89_1CMX.A,0.0,0.0,0.00011,0.03,0
90_1CMX.A,0.0,0.0,0.00098,0.025,1
91_1CMX.A,0.0,0.0,0.0,0.005,0
92_1CMX.A,0.0,0.0,0.0,0.0,0
93_1CMX.A,0.0,0.0,0.00043,0.01,0
94_1CMX.A,0.0,0.0,0.0,0.015,0
95_1CMX.A,0.0,0.0,0.0,0.02,0
96_1CMX.A,0.0,0.0,0.0,0.0,0
97_1CMX.A,0.0,0.0,0.0,0.02,0
98_1CMX.A,0.0,0.0,0.0,0.045,0
99_1CMX.A,0.0,0.0,0.0,0.02,0
100_1CMX.A,0.0,0.0,0.00037999999999999997,0.02,0
101_1CMX.A,0.0,0.0,0.00125,0.09,0
102_1CMX.A,0.0,0.0,0.00201,0.07,0
103_1CMX.A,0.0,0.02,0.00358,0.095,0
104_1CMX.A,0.0,0.03,0.00998,0.02,0
105_1CMX.A,0.0,0.0,0.00727,0.015,0
106_1CMX.A,0.0,0.0,0.00108,0.06,0
107_1CMX.A,0.0,0.01,0.0077,0.07,0
108_1CMX.A,0.0,0.09,0.00933,0.105,0
109_1CMX.A,0.0,0.02,0.01085,0.0,0
110_1CMX.A,0.0,0.0,0.00705,0.035,0
111_1CMX.A,0.0,0.01,0.01936,0.025,0
112_1CMX.A,0.0,0.0,0.00043,0.045,0
113_1CMX.A,0.0,0.0,0.00309,0.07,0
114_1CMX.A,0.0,0.01,0.02153,0.0,0
115_1CMX.A,0.0,0.0,0.021480000000000003,0.025,0
116_1CMX.A,0.0,0.0,0.0006,0.025,0
117_1CMX.A,0.0,0.01,0.00868,0.015,0
118_1CMX.A,0.0,0.01,0.021419999999999998,0.0,0
119_1CMX.A,0.0,0.0,0.01399,0.07,0
120_1CMX.A,0.0,0.02,0.0040100000000000005,0.025,0
121_1CMX.A,0.0,0.04,0.011340000000000001,0.005,0
122_1CMX.A,0.348,0.05,0.01877,0.155,0
123_1CMX.A,0.20800000000000002,0.04,0.01464,0.08,0
124_1CMX.A,0.348,0.02,0.02029,0.05,0
125_1CMX.A,0.038,0.0,0.01285,0.005,0
126_1CMX.A,0.098,0.02,0.0282,0.33,0
127_1CMX.A,0.098,0.01,0.052610000000000004,0.32,0
128_1CMX.A,0.145,0.01,0.10219,0.16,0
129_1CMX.A,0.0,0.0,0.00108,0.61,0
130_1CMX.A,0.098,0.01,0.03092,0.755,0
131_1CMX.A,0.098,0.01,0.01573,0.715,0
132_1CMX.A,0.0,0.04,0.02652,0.34,0
133_1CMX.A,0.0,0.01,0.02669,0.765,0
134_1CMX.A,0.0,0.0,0.00206,0.635,0
135_1CMX.A,0.0,0.01,0.01231,0.75,0
136_1CMX.A,0.0,0.02,0.02766,0.385,0
137_1CMX.A,0.0,0.0,0.022080000000000002,0.715,0
138_1CMX.A,0.0,0.0,0.00011,0.265,0
139_1CMX.A,0.0,0.06,0.00944,0.185,0
140_1CMX.A,0.0,0.01,0.02267,0.05,0
141_1CMX.A,0.0,0.0,0.00857,0.105,0
142_1CMX.A,0.0,0.0,0.00331,0.225,0
143_1CMX.A,0.0,0.01,0.016980000000000002,0.68,0
144_1CMX.A,0.0,0.01,0.02045,0.365,0
145_1CMX.A,0.0,0.0,0.00385,0.845,0
146_1CMX.A,0.0,0.03,0.00824,0.335,0
147_1CMX.A,0.0,0.01,0.018119999999999997,0.67,0
148_1CMX.A,0.0,0.0,0.0030399999999999997,0.025,0
149_1CMX.A,0.0,0.0,0.00282,0.0,1
150_1CMX.A,0.0,0.01,0.0089,0.0,1
151_1CMX.A,0.0,0.01,0.02479,0.005,1
152_1CMX.A,0.0,0.01,0.08906,0.025,0
153_1CMX.A,0.0,0.01,0.52042,0.025,1
154_1CMX.A,0.0,0.01,0.07707,0.055,1
155_1CMX.A,0.0,0.01,0.04572,0.03,0
156_1CMX.A,0.0,0.01,0.00618,0.015,0
157_1CMX.A,0.0,0.01,0.00629,0.0,1
158_1CMX.A,0.0,0.01,0.005529999999999999,0.085,0
159_1CMX.A,0.0,0.01,0.00483,0.155,0
160_1CMX.A,0.0,0.01,0.007859999999999999,0.03,0
161_1CMX.A,0.0,0.01,0.00336,0.095,0
162_1CMX.A,0.0,0.01,0.02023,0.105,0
163_1CMX.A,0.0,0.01,0.009059999999999999,0.185,1
164_1CMX.A,0.307,0.09,0.01985,0.11,0
165_1CMX.A,0.514,0.36,0.014369999999999999,0.075,1
166_1CMX.A,0.0,0.0,0.03732,0.135,0
167_1CMX.A,0.0,0.0,0.00212,0.03,1
168_1CMX.A,0.0,0.0,0.01763,0.07,0
169_1CMX.A,0.0,0.0,0.0,0.22,0
170_1CMX.A,0.0,0.0,0.00033,0.16,0
171_1CMX.A,0.0,0.0,0.0,0.265,0
172_1CMX.A,0.0,0.04,0.00277,0.095,0
173_1CMX.A,0.0,0.02,0.00895,0.185,0
174_1CMX.A,0.0,0.11,0.04464,0.135,0
175_1CMX.A,0.0,0.19,0.023209999999999998,0.445,0
176_1CMX.A,0.0,0.0,0.0269,0.105,0
177_1CMX.A,0.0,0.0,0.00298,0.155,0
178_1CMX.A,0.063,0.0,0.10056,0.08,0
