residue,predus,ispred,dockpred,annotated,vorfip
388_1EG9.A,0.0,0.99,0.19480999999999998,0,0.21
389_1EG9.A,0.0,0.61,0.16883,0,0.055
390_1EG9.A,0.0,0.0,0.06138,0,0.055
391_1EG9.A,0.0,0.5,0.15103,0,0.11
392_1EG9.A,0.0,0.0,0.00298,0,0.005
393_1EG9.A,0.0,0.45,0.00856,0,0.05
394_1EG9.A,0.031,0.32,0.09888999999999999,0,0.16
395_1EG9.A,0.031,0.32,0.08841,0,0.085
396_1EG9.A,0.031,0.34,0.06705,0,0.075
397_1EG9.A,0.031,0.95,0.08158,0,0.1
398_1EG9.A,0.031,0.99,0.06242999999999999,0,0.06
399_1EG9.A,0.031,0.63,0.0405,0,0.09
400_1EG9.A,0.031,0.24,0.07302,0,0.105
401_1EG9.A,0.0,0.0,0.03223,0,0.025
402_1EG9.A,0.0,0.0,0.0001,0,0.0
403_1EG9.A,0.0,0.0,0.00018999999999999998,0,0.005
404_1EG9.A,0.0,0.0,0.00462,0,0.01
405_1EG9.A,0.0,0.62,0.0252,0,0.075
406_1EG9.A,0.0,0.56,0.07484,0,0.15
407_1EG9.A,0.0,0.0,0.01924,0,0.18
408_1EG9.A,0.39,0.45,0.29283000000000003,0,0.775
409_1EG9.A,0.0,0.0,0.05426,0,0.215
410_1EG9.A,0.376,0.0,0.46215,0,0.78
411_1EG9.A,0.0,0.0,0.00115,0,0.04
412_1EG9.A,0.0,0.0,0.0,0,0.0
413_1EG9.A,0.0,0.0,0.17565999999999998,0,0.73
414_1EG9.A,0.0,0.0,0.00067,0,0.0
415_1EG9.A,0.0,0.0,0.0,0,0.0
416_1EG9.A,0.0,0.0,0.0,0,0.0
417_1EG9.A,0.0,0.0,0.0051,0,0.18
418_1EG9.A,0.0,0.0,0.00037999999999999997,0,0.005
419_1EG9.A,0.0,0.0,0.0,0,0.0
420_1EG9.A,0.0,0.0,0.0,0,0.0
421_1EG9.A,0.0,0.0,0.00058,0,0.025
422_1EG9.A,0.0,0.0,0.00029,0,0.025
423_1EG9.A,0.0,0.0,0.0,0,0.0
424_1EG9.A,0.0,0.0,0.0009599999999999999,0,0.01
425_1EG9.A,0.031,0.29,0.00202,0,0.03
426_1EG9.A,0.0,0.0,0.0028899999999999998,0,0.04
427_1EG9.A,0.0,0.2,0.018369999999999997,0,0.13
428_1EG9.A,0.0,0.21,0.011059999999999999,0,0.03
429_1EG9.A,0.0,0.0,0.00606,0,0.01
430_1EG9.A,0.0,0.52,0.00818,0,0.04
431_1EG9.A,0.0,0.72,0.00866,0,0.06
432_1EG9.A,0.0,0.0,0.00047999999999999996,0,0.0
433_1EG9.A,0.0,0.24,0.03367,0,0.015
434_1EG9.A,0.0,0.32,0.01029,0,0.045
435_1EG9.A,0.0,0.05,0.00058,0,0.04
436_1EG9.A,0.0,0.0,0.014530000000000001,0,0.015
437_1EG9.A,0.0,0.04,0.04541,0,0.05
438_1EG9.A,0.0,0.02,0.02713,0,0.035
439_1EG9.A,0.0,0.0,0.06242999999999999,0,0.045
440_1EG9.A,0.0,0.01,0.07484,0,0.11
441_1EG9.A,0.0,0.01,0.028480000000000002,0,0.05
442_1EG9.A,0.0,0.02,0.00058,0,0.035
443_1EG9.A,0.0,0.0,0.0,0,0.0
444_1EG9.A,0.0,0.02,0.00972,0,0.03
445_1EG9.A,0.0,0.03,0.01289,0,0.05
446_1EG9.A,0.0,0.06,0.0962,0,0.095
447_1EG9.A,0.0,0.05,0.01857,0,0.06
3_1EMV.A,0.049,0.07,0.02574,0,0.125
4_1EMV.A,0.078,0.04,0.022109999999999998,0,0.095
5_1EMV.A,0.22699999999999998,0.09,0.026660000000000003,0,0.11
6_1EMV.A,0.019,0.03,0.01976,0,0.085
7_1EMV.A,0.0,0.0,0.00483,0,0.035
8_1EMV.A,0.037000000000000005,0.02,0.03438,0,0.06
9_1EMV.A,0.049,0.02,0.022109999999999998,0,0.125
10_1EMV.A,0.079,0.0,0.01089,0,0.05
11_1EMV.A,0.013000000000000001,0.0,0.015719999999999998,0,0.03
12_1EMV.A,0.033,0.03,0.03107,0,0.025
13_1EMV.A,0.07,0.05,0.01756,0,0.065
14_1EMV.A,0.013999999999999999,0.03,0.01935,0,0.05
15_1EMV.A,0.0,0.0,0.00161,0,0.0
16_1EMV.A,0.131,0.06,0.01687,0,0.14
17_1EMV.A,0.033,0.02,0.026289999999999997,0,0.125
18_1EMV.A,0.013000000000000001,0.0,0.00993,0,0.025
19_1EMV.A,0.0,0.0,0.00262,0,0.0
20_1EMV.A,0.022000000000000002,0.01,0.0342,0,0.045
21_1EMV.A,0.022000000000000002,0.01,0.01958,0,0.045
22_1EMV.A,0.0,0.0,0.14212,0,0.095
23_1EMV.A,0.185,0.01,0.36919,1,0.325
24_1EMV.A,0.10400000000000001,0.01,0.31159000000000003,0,0.17
25_1EMV.A,0.10400000000000001,0.01,0.33784000000000003,0,0.31
26_1EMV.A,0.079,0.02,0.06715,0,0.095
27_1EMV.A,0.0,0.03,0.0831,1,0.105
28_1EMV.A,0.0,0.08,0.05405,0,0.085
29_1EMV.A,0.10400000000000001,0.1,0.07207000000000001,1,0.09
30_1EMV.A,0.10400000000000001,0.04,0.5473,1,0.325
31_1EMV.A,0.022000000000000002,0.02,0.055020000000000006,0,0.11
32_1EMV.A,0.0,0.01,0.01223,0,0.08
33_1EMV.A,0.11199999999999999,0.01,0.36413,0,0.43
34_1EMV.A,0.11699999999999999,0.01,0.2922,0,0.44
35_1EMV.A,0.0,0.01,0.025689999999999998,0,0.185
36_1EMV.A,0.0,0.01,0.00883,0,0.07
37_1EMV.A,0.0,0.0,0.20698000000000003,0,0.29
38_1EMV.A,0.0,0.01,0.12282,0,0.145
39_1EMV.A,0.009000000000000001,0.0,0.00864,0,0.06
40_1EMV.A,0.0,0.0,0.0011,0,0.0
41_1EMV.A,0.166,0.01,0.22775,1,0.07
42_1EMV.A,0.033,0.01,0.04808,0,0.07
43_1EMV.A,0.078,0.0,0.007259999999999999,0,0.035
44_1EMV.A,0.0,0.0,0.00216,0,0.01
45_1EMV.A,0.07,0.02,0.05621,0,0.035
46_1EMV.A,0.019,0.0,0.0826,0,0.04
47_1EMV.A,0.17300000000000001,0.04,0.19452,1,0.075
48_1EMV.A,0.603,0.03,0.2176,1,0.115
49_1EMV.A,0.0,0.0,0.12047000000000001,0,0.075
50_1EMV.A,0.603,0.03,0.44561999999999996,1,0.39
51_1EMV.A,1.0,0.06,0.51273,1,0.265
52_1EMV.A,0.42200000000000004,0.0,0.019030000000000002,0,0.065
53_1EMV.A,0.649,0.0,0.29564,1,0.205
54_1EMV.A,0.649,0.22,0.91258,1,0.52
55_1EMV.A,0.706,0.22,1.0,1,0.535
56_1EMV.A,0.603,0.07,0.40181999999999995,0,0.285
57_1EMV.A,0.131,0.04,0.23795999999999998,0,0.26
58_1EMV.A,0.0,0.16,0.27716,0,0.355
59_1EMV.A,0.0,0.08,0.07276,0,0.195
60_1EMV.A,0.0,0.03,0.08536,0,0.15
61_1EMV.A,0.0,0.04,0.05897,0,0.14
62_1EMV.A,0.0,0.06,0.39235,1,0.265
63_1EMV.A,0.0,0.1,0.10889000000000001,0,0.13
64_1EMV.A,0.047,0.06,0.0763,0,0.05
65_1EMV.A,0.0,0.07,0.02827,0,0.075
66_1EMV.A,0.0,0.0,0.0091,0,0.01
67_1EMV.A,0.0,0.0,0.03172,0,0.005
68_1EMV.A,0.0,0.0,0.0038200000000000005,0,0.015
69_1EMV.A,0.0,0.06,0.025230000000000002,0,0.06
70_1EMV.A,0.0,0.02,0.01747,0,0.07
71_1EMV.A,0.0,0.0,0.00179,0,0.015
72_1EMV.A,0.0,0.02,0.04918,0,0.035
73_1EMV.A,0.0,0.02,0.05492999999999999,0,0.08
74_1EMV.A,0.0,0.03,0.08637,0,0.035
75_1EMV.A,0.0,0.0,0.03659,0,0.015
76_1EMV.A,0.0,0.02,0.07561,0,0.07
77_1EMV.A,0.0,0.03,0.08563,0,0.105
78_1EMV.A,0.0,0.02,0.09694,0,0.09
79_1EMV.A,0.0,0.02,0.08366,0,0.1
80_1EMV.A,0.0,0.01,0.09202,0,0.04
81_1EMV.A,0.009000000000000001,0.01,0.06081,0,0.04
82_1EMV.A,0.013999999999999999,0.01,0.05346,0,0.04
83_1EMV.A,0.009000000000000001,0.01,0.05051,0,0.015
84_1EMV.A,0.009000000000000001,0.05,0.05019,0,0.08
85_1EMV.A,0.009000000000000001,0.11,0.06293,0,0.085
1_1ETH.A,0.0,0.04,0.34008,0,0.075
2_1ETH.A,0.0,0.04,0.52461,0,0.16
3_1ETH.A,0.0,0.02,0.29451,0,0.03
4_1ETH.A,0.0,0.02,0.47145,0,0.15
5_1ETH.A,0.0,0.0,0.35584,0,0.065
6_1ETH.A,0.0,0.04,0.37553000000000003,0,0.07
7_1ETH.A,0.0,0.22,0.27342,0,0.045
8_1ETH.A,0.0,0.0,0.10013999999999999,0,0.045
9_1ETH.A,0.0,0.3,0.28551,0,0.07
10_1ETH.A,0.0,0.05,0.44023,0,0.07
11_1ETH.A,0.0,0.0,0.01575,0,0.005
12_1ETH.A,0.0,0.02,0.15359,0,0.04
13_1ETH.A,0.0,0.0,0.10127,0,0.02
14_1ETH.A,0.0,0.02,0.23038000000000003,0,0.055
15_1ETH.A,0.0,0.04,0.11927,0,0.03
16_1ETH.A,0.0,0.02,0.055979999999999995,0,0.025
17_1ETH.A,0.0,0.0,0.050910000000000004,0,0.025
18_1ETH.A,0.0,0.0,0.00563,0,0.0
19_1ETH.A,0.0,0.07,0.1775,0,0.07
20_1ETH.A,0.0,0.15,0.08832999999999999,0,0.06
21_1ETH.A,0.0,0.9,0.34402,0,0.14
22_1ETH.A,0.0,0.9,0.13643,0,0.085
23_1ETH.A,0.0,0.0,0.0047799999999999995,0,0.055
24_1ETH.A,0.0,0.72,0.3775,0,0.085
25_1ETH.A,0.0,0.93,0.6219399999999999,0,0.255
26_1ETH.A,0.0,0.21,0.39211999999999997,0,0.085
27_1ETH.A,0.0,0.09,0.29114,0,0.075
28_1ETH.A,0.0,0.1,0.27089,0,0.04
29_1ETH.A,0.0,0.0,0.17665,0,0.045
30_1ETH.A,0.0,0.11,0.45935,0,0.195
31_1ETH.A,0.0,0.08,0.24276,0,0.04
32_1ETH.A,0.0,0.0,0.03741,0,0.03
33_1ETH.A,0.0,0.06,0.28186,0,0.19
34_1ETH.A,0.0,0.02,0.23346999999999998,0,0.16
35_1ETH.A,0.0,0.0,0.0047799999999999995,0,0.0
36_1ETH.A,0.0,0.01,0.11224,0,0.05
37_1ETH.A,0.0,0.0,0.0135,0,0.035
38_1ETH.A,0.0,0.0,0.1218,0,0.065
39_1ETH.A,0.0,0.0,0.00563,0,0.005
40_1ETH.A,0.0,0.0,0.00506,0,0.0
41_1ETH.A,0.0,0.0,0.00084,0,0.0
42_1ETH.A,0.0,0.0,0.08017,0,0.04
43_1ETH.A,0.0,0.0,0.00028,0,0.005
44_1ETH.A,0.0,0.01,0.22053000000000003,0,0.08
45_1ETH.A,0.0,0.02,0.33276999999999995,0,0.14
46_1ETH.A,0.0,0.0,0.218,0,0.085
47_1ETH.A,0.0,0.03,0.31364000000000003,0,0.07
48_1ETH.A,0.0,0.04,0.42053,0,0.255
49_1ETH.A,0.0,0.04,0.45879,0,0.17
50_1ETH.A,0.0,0.06,0.34626999999999997,0,0.11
51_1ETH.A,0.0,0.07,0.2571,0,0.095
52_1ETH.A,0.0,0.03,0.16203,0,0.115
53_1ETH.A,0.0,0.0,0.016319999999999998,0,0.01
54_1ETH.A,0.0,0.02,0.06526,0,0.05
55_1ETH.A,0.0,0.01,0.06217,0,0.03
56_1ETH.A,0.0,0.03,0.17271,0,0.03
57_1ETH.A,0.0,0.01,0.18594000000000002,0,0.035
58_1ETH.A,0.0,0.01,0.17834,0,0.095
59_1ETH.A,0.0,0.01,0.07989,0,0.06
60_1ETH.A,0.0,0.0,0.01547,0,0.02
61_1ETH.A,0.0,0.01,0.24444000000000002,0,0.035
62_1ETH.A,0.0,0.02,0.22278,0,0.17
63_1ETH.A,0.0,0.03,0.11589,0,0.04
64_1ETH.A,0.0,0.03,0.21125,0,0.065
65_1ETH.A,0.0,0.0,0.036289999999999996,0,0.05
66_1ETH.A,0.0,0.04,0.22363000000000002,0,0.135
67_1ETH.A,0.0,0.01,0.28776,0,0.065
68_1ETH.A,0.0,0.01,0.24163,0,0.12
69_1ETH.A,0.0,0.0,0.13193,0,0.075
70_1ETH.A,0.0,0.03,0.06807,0,0.095
71_1ETH.A,0.0,0.0,0.0,0,0.0
72_1ETH.A,0.0,0.0,0.004220000000000001,0,0.055
73_1ETH.A,0.0,0.0,0.0,0,0.0
74_1ETH.A,0.0,0.0,0.0,0,0.0
75_1ETH.A,0.0,0.0,0.0,0,0.0
76_1ETH.A,0.0,0.0,0.0,0,0.0
77_1ETH.A,0.0,0.0,0.0,0,0.02
78_1ETH.A,0.0,0.03,0.6,0,0.11
79_1ETH.A,0.0,0.06,0.36568,0,0.145
80_1ETH.A,0.0,0.0,0.04979,0,0.065
81_1ETH.A,0.0,0.03,0.40084000000000003,0,0.15
82_1ETH.A,0.0,0.0,0.00366,0,0.005
83_1ETH.A,0.0,0.04,0.24838000000000002,0,0.04
84_1ETH.A,0.0,0.0,0.23797,0,0.04
85_1ETH.A,0.0,0.03,0.31477,0,0.095
86_1ETH.A,0.0,0.0,0.00197,0,0.0
87_1ETH.A,0.0,0.0,0.0,0,0.0
88_1ETH.A,0.0,0.0,0.08073,0,0.105
89_1ETH.A,0.0,0.03,0.08354,0,0.09
90_1ETH.A,0.0,0.0,0.0,0,0.005
91_1ETH.A,0.0,0.0,0.0,0,0.0
92_1ETH.A,0.0,0.02,0.1609,0,0.095
93_1ETH.A,0.0,0.03,0.056260000000000004,0,0.06
94_1ETH.A,0.0,0.0,0.0,0,0.005
95_1ETH.A,0.0,0.0,0.12546,0,0.045
96_1ETH.A,0.0,0.02,0.28945,0,0.15
97_1ETH.A,0.0,0.01,0.14149,0,0.1
98_1ETH.A,0.0,0.02,0.11982999999999999,0,0.045
99_1ETH.A,0.0,0.01,0.1443,0,0.06
100_1ETH.A,0.0,0.0,0.0033799999999999998,0,0.0
101_1ETH.A,0.0,0.0,0.0,0,0.0
102_1ETH.A,0.0,0.0,0.0,0,0.0
103_1ETH.A,0.0,0.0,0.0,0,0.0
104_1ETH.A,0.0,0.0,0.0,0,0.005
105_1ETH.A,0.0,0.0,0.0,0,0.0
106_1ETH.A,0.0,0.0,0.00141,0,0.005
107_1ETH.A,0.0,0.0,0.0,0,0.0
108_1ETH.A,0.0,0.03,0.21996999999999997,0,0.07
109_1ETH.A,0.0,0.03,0.11167,0,0.105
110_1ETH.A,0.0,0.0,0.00619,0,0.0
111_1ETH.A,0.0,0.0,0.00675,0,0.0
112_1ETH.A,0.0,0.03,0.5322100000000001,0,0.26
113_1ETH.A,0.0,0.03,0.54093,0,0.09
114_1ETH.A,0.0,0.02,0.58031,0,0.065
115_1ETH.A,0.0,0.05,0.63094,0,0.16
116_1ETH.A,0.0,0.02,0.47623000000000004,0,0.115
117_1ETH.A,0.0,0.03,0.28664,0,0.115
118_1ETH.A,0.0,0.0,0.00028,0,0.0
119_1ETH.A,0.0,0.0,0.0045,0,0.02
120_1ETH.A,0.0,0.0,0.00056,0,0.005
121_1ETH.A,0.0,0.0,0.00028,0,0.0
122_1ETH.A,0.0,0.0,0.0,0,0.0
123_1ETH.A,0.0,0.0,0.00225,0,0.03
124_1ETH.A,0.0,0.0,0.00056,0,0.0
125_1ETH.A,0.0,0.0,0.0,0,0.0
126_1ETH.A,0.0,0.0,0.0,0,0.0
127_1ETH.A,0.0,0.0,0.0045,0,0.0
128_1ETH.A,0.0,0.0,0.00788,0,0.035
129_1ETH.A,0.0,0.0,0.0,0,0.0
130_1ETH.A,0.0,0.0,0.00028,0,0.02
131_1ETH.A,0.0,0.01,0.26414,0,0.08
132_1ETH.A,0.0,0.0,0.0011300000000000001,0,0.01
133_1ETH.A,0.0,0.0,0.0,0,0.0
134_1ETH.A,0.0,0.02,0.24754,0,0.085
135_1ETH.A,0.0,0.0,0.08438999999999999,0,0.01
136_1ETH.A,0.0,0.0,0.0,0,0.0
137_1ETH.A,0.0,0.02,0.14121,0,0.075
138_1ETH.A,0.0,0.01,0.39887,0,0.07
139_1ETH.A,0.0,0.02,0.40113000000000004,0,0.05
140_1ETH.A,0.0,0.02,0.29255,0,0.075
141_1ETH.A,0.0,0.06,0.26385,0,0.07
142_1ETH.A,0.0,0.0,0.11477000000000001,0,0.01
143_1ETH.A,0.0,0.02,0.14149,0,0.08
144_1ETH.A,0.0,0.0,0.00563,0,0.005
145_1ETH.A,0.0,0.02,0.07736,0,0.055
146_1ETH.A,0.0,0.03,0.12574000000000002,0,0.115
147_1ETH.A,0.0,0.0,0.0,0,0.015
148_1ETH.A,0.0,0.0,0.00028,0,0.005
149_1ETH.A,0.0,0.0,0.0,0,0.0
150_1ETH.A,0.0,0.0,0.0,0,0.0
151_1ETH.A,0.0,0.0,0.0,0,0.0
152_1ETH.A,0.0,0.0,0.0,0,0.01
153_1ETH.A,0.0,0.0,0.0,0,0.065
154_1ETH.A,0.0,0.0,0.0,0,0.0
155_1ETH.A,0.0,0.0,0.0,0,0.0
156_1ETH.A,0.0,0.0,0.0,0,0.0
157_1ETH.A,0.0,0.0,0.0,0,0.0
158_1ETH.A,0.0,0.0,0.0,0,0.0
159_1ETH.A,0.0,0.0,0.0,0,0.0
160_1ETH.A,0.0,0.0,0.0,0,0.01
161_1ETH.A,0.0,0.0,0.0,0,0.04
162_1ETH.A,0.0,0.0,0.0,0,0.0
163_1ETH.A,0.0,0.0,0.0,0,0.0
164_1ETH.A,0.0,0.03,0.004220000000000001,0,0.135
165_1ETH.A,0.0,0.02,0.06723,0,0.075
166_1ETH.A,0.0,0.0,0.0011300000000000001,0,0.035
167_1ETH.A,0.0,0.03,0.01153,0,0.25
168_1ETH.A,0.0,0.03,0.0011300000000000001,0,0.11
169_1ETH.A,0.0,0.03,0.0121,0,0.035
170_1ETH.A,0.0,0.0,0.0,0,0.0
171_1ETH.A,0.0,0.03,0.039939999999999996,0,0.05
172_1ETH.A,0.0,0.0,0.0011300000000000001,0,0.01
173_1ETH.A,0.0,0.0,0.0,0,0.0
174_1ETH.A,0.0,0.0,0.0,0,0.0
175_1ETH.A,0.0,0.0,0.0,0,0.0
176_1ETH.A,0.0,0.0,0.0,0,0.0
177_1ETH.A,0.0,0.0,0.0,0,0.005
178_1ETH.A,0.0,0.0,0.0,0,0.0
179_1ETH.A,0.0,0.0,0.0,0,0.005
180_1ETH.A,0.0,0.0,0.059629999999999996,0,0.085
181_1ETH.A,0.0,0.08,0.12911,0,0.09
182_1ETH.A,0.0,0.05,0.019969999999999998,0,0.075
183_1ETH.A,0.0,0.0,0.0011300000000000001,0,0.0
184_1ETH.A,0.0,0.12,0.08017,0,0.08
185_1ETH.A,0.0,0.52,0.02785,0,0.06
186_1ETH.A,0.0,0.0,0.00394,0,0.005
187_1ETH.A,0.0,0.23,0.01575,0,0.045
188_1ETH.A,0.0,0.24,0.01097,0,0.265
189_1ETH.A,0.0,0.05,0.03741,0,0.03
190_1ETH.A,0.0,0.0,0.0,0,0.015
191_1ETH.A,0.0,0.0,0.00253,0,0.17
192_1ETH.A,0.0,0.0,0.0,0,0.0
193_1ETH.A,0.0,0.0,0.00028,0,0.08
194_1ETH.A,0.0,0.02,0.00084,0,0.2
195_1ETH.A,0.0,0.01,0.00084,0,0.15
196_1ETH.A,0.0,0.0,0.0,0,0.03
197_1ETH.A,0.0,0.0,0.0,0,0.025
198_1ETH.A,0.0,0.05,0.04698,0,0.195
199_1ETH.A,0.0,0.0,0.0033799999999999998,0,0.05
200_1ETH.A,0.0,0.0,0.0,0,0.0
201_1ETH.A,0.0,0.0,0.0,0,0.005
202_1ETH.A,0.0,0.0,0.0,0,0.0
203_1ETH.A,0.0,0.0,0.0,0,0.0
204_1ETH.A,0.0,0.0,0.00028,0,0.01
205_1ETH.A,0.0,0.0,0.0,0,0.0
206_1ETH.A,0.0,0.0,0.034319999999999996,0,0.05
207_1ETH.A,0.0,0.0,0.00141,0,0.015
208_1ETH.A,0.0,0.0,0.02475,0,0.035
209_1ETH.A,0.0,0.04,0.20815999999999998,0,0.055
210_1ETH.A,0.0,0.03,0.57496,0,0.15
211_1ETH.A,0.0,0.03,0.7628699999999999,0,0.175
212_1ETH.A,0.0,0.02,0.92096,0,0.18
213_1ETH.A,0.0,0.04,0.65288,0,0.135
214_1ETH.A,0.0,0.13,0.9701799999999999,0,0.165
215_1ETH.A,0.0,0.0,0.05429,0,0.01
216_1ETH.A,0.0,0.52,0.61463,0,0.14
217_1ETH.A,0.0,0.0,0.0,0,0.0
218_1ETH.A,0.0,0.0,0.0,0,0.015
219_1ETH.A,0.0,0.3,0.04923,0,0.04
220_1ETH.A,0.0,0.32,0.0225,0,0.065
221_1ETH.A,0.0,0.06,0.0011300000000000001,0,0.13
222_1ETH.A,0.0,0.0,0.0,0,0.005
223_1ETH.A,0.0,0.0,0.0,0,0.0
224_1ETH.A,0.0,0.0,0.00056,0,0.365
225_1ETH.A,0.0,0.0,0.0,0,0.0
226_1ETH.A,0.0,0.0,0.0,0,0.005
227_1ETH.A,0.0,0.0,0.0,0,0.015
228_1ETH.A,0.0,0.0,0.0047799999999999995,0,0.095
229_1ETH.A,0.0,0.0,0.0,0,0.0
230_1ETH.A,0.0,0.0,0.016030000000000003,0,0.06
231_1ETH.A,0.0,0.09,0.02025,0,0.065
232_1ETH.A,0.0,0.0,0.00084,0,0.005
233_1ETH.A,0.0,0.04,0.21941,0,0.125
234_1ETH.A,0.0,0.03,0.46581999999999996,0,0.13
235_1ETH.A,0.0,0.0,0.0045,0,0.04
236_1ETH.A,0.0,0.02,0.01772,0,0.055
237_1ETH.A,0.0,0.07,0.008159999999999999,0,0.235
238_1ETH.A,0.0,0.0,0.1007,0,0.08
239_1ETH.A,0.0,0.24,0.50689,0,0.36
240_1ETH.A,0.0,0.26,0.29508,1,0.66
241_1ETH.A,0.0,0.57,0.39184,1,0.665
242_1ETH.A,0.155,0.85,0.92264,0,0.415
243_1ETH.A,0.428,0.92,0.61716,0,0.725
244_1ETH.A,0.563,0.88,0.035160000000000004,1,0.575
245_1ETH.A,0.0,0.0,0.11335999999999999,0,0.25
246_1ETH.A,0.12,0.62,0.6776399999999999,0,0.36
247_1ETH.A,0.565,0.97,0.35836999999999997,1,0.75
248_1ETH.A,0.606,0.46,0.01575,0,0.325
249_1ETH.A,0.606,0.98,0.12377,1,0.65
250_1ETH.A,0.8,0.19,0.20563,0,0.245
251_1ETH.A,0.8420000000000001,0.87,0.14346,0,0.21
252_1ETH.A,0.917,0.87,0.99775,0,0.325
253_1ETH.A,1.0,0.32,1.0,0,0.11
254_1ETH.A,0.565,0.0,0.08467000000000001,0,0.075
255_1ETH.A,0.0,0.0,0.0011300000000000001,0,0.0
256_1ETH.A,0.33799999999999997,0.2,0.75837,0,0.135
257_1ETH.A,0.159,0.0,0.08692000000000001,0,0.1
258_1ETH.A,0.0,0.0,0.07764,0,0.025
259_1ETH.A,0.12,0.32,0.8483799999999999,0,0.24
260_1ETH.A,0.159,0.19,0.37975,0,0.115
261_1ETH.A,0.047,0.39,0.06948,0,0.065
262_1ETH.A,0.062,0.0,0.05513,0,0.07
263_1ETH.A,0.0,0.73,0.07876,0,0.055
264_1ETH.A,0.0,0.0,0.0016899999999999999,0,0.055
265_1ETH.A,0.0,0.0,0.0,0,0.01
266_1ETH.A,0.0,0.0,0.0,0,0.075
267_1ETH.A,0.0,0.0,0.0,0,0.0
268_1ETH.A,0.0,0.0,0.0,0,0.01
269_1ETH.A,0.0,0.0,0.0016899999999999999,0,0.04
270_1ETH.A,0.0,0.0,0.0,0,0.0
271_1ETH.A,0.0,0.0,0.0,0,0.0
272_1ETH.A,0.0,0.0,0.008159999999999999,0,0.035
273_1ETH.A,0.0,0.0,0.03797,0,0.03
274_1ETH.A,0.0,0.0,0.0,0,0.015
275_1ETH.A,0.0,0.0,0.019969999999999998,0,0.0
276_1ETH.A,0.0,0.16,0.11927,0,0.13
277_1ETH.A,0.0,0.12,0.033760000000000005,0,0.155
278_1ETH.A,0.0,0.08,0.12771,0,0.085
279_1ETH.A,0.0,0.04,0.12743,0,0.055
280_1ETH.A,0.0,0.0,0.0,0,0.0
281_1ETH.A,0.0,0.0,0.0,0,0.015
282_1ETH.A,0.0,0.0,0.01547,0,0.05
283_1ETH.A,0.0,0.0,0.0,0,0.0
284_1ETH.A,0.0,0.0,0.0,0,0.005
285_1ETH.A,0.0,0.03,0.026160000000000003,0,0.04
286_1ETH.A,0.0,0.0,0.02785,0,0.06
287_1ETH.A,0.0,0.04,0.13924,0,0.175
288_1ETH.A,0.0,0.11,0.06357,0,0.1
289_1ETH.A,0.0,0.1,0.08411,0,0.085
290_1ETH.A,0.0,0.06,0.31111,0,0.105
291_1ETH.A,0.0,0.03,0.09311,0,0.125
292_1ETH.A,0.0,0.0,0.0016899999999999999,0,0.005
293_1ETH.A,0.0,0.03,0.16203,0,0.105
294_1ETH.A,0.0,0.02,0.1564,0,0.085
295_1ETH.A,0.0,0.02,0.10155,0,0.03
296_1ETH.A,0.0,0.04,0.29367,0,0.12
297_1ETH.A,0.0,0.04,0.08354,0,0.03
298_1ETH.A,0.0,0.0,0.12124000000000001,0,0.03
299_1ETH.A,0.0,0.01,0.12911,0,0.055
300_1ETH.A,0.0,0.02,0.11955,0,0.075
301_1ETH.A,0.0,0.03,0.11955,0,0.07
302_1ETH.A,0.0,0.05,0.24079,0,0.165
303_1ETH.A,0.0,0.03,0.15977,0,0.15
304_1ETH.A,0.0,0.02,0.09817000000000001,0,0.04
305_1ETH.A,0.0,0.0,0.06639,0,0.035
306_1ETH.A,0.0,0.0,0.02588,0,0.0
307_1ETH.A,0.0,0.0,0.06639,0,0.06
308_1ETH.A,0.0,0.0,0.0,0,0.02
309_1ETH.A,0.0,0.0,0.0,0,0.0
310_1ETH.A,0.0,0.0,0.008159999999999999,0,0.105
311_1ETH.A,0.0,0.02,0.0993,0,0.095
312_1ETH.A,0.0,0.0,0.00084,0,0.0
313_1ETH.A,0.0,0.03,0.03657,0,0.045
314_1ETH.A,0.0,0.04,0.24781999999999998,0,0.165
315_1ETH.A,0.0,0.0,0.09986,0,0.03
316_1ETH.A,0.0,0.02,0.15921,0,0.16
317_1ETH.A,0.0,0.0,0.02194,0,0.125
318_1ETH.A,0.0,0.04,0.052039999999999996,0,0.3
319_1ETH.A,0.0,0.05,0.03347,0,0.615
320_1ETH.A,0.0,0.09,0.03488,0,0.52
321_1ETH.A,0.0,0.43,0.0047799999999999995,0,0.655
322_1ETH.A,0.0,0.26,0.00366,0,0.61
323_1ETH.A,0.0,0.1,0.00197,0,0.32
324_1ETH.A,0.0,0.07,0.00872,0,0.44
325_1ETH.A,0.0,0.02,0.00056,0,0.045
326_1ETH.A,0.0,0.0,0.0016899999999999999,0,0.025
327_1ETH.A,0.0,0.0,0.00647,0,0.04
328_1ETH.A,0.0,0.0,0.0,0,0.005
329_1ETH.A,0.0,0.0,0.00759,0,0.025
330_1ETH.A,0.0,0.0,0.00281,0,0.03
331_1ETH.A,0.0,0.0,0.0016899999999999999,0,0.0
332_1ETH.A,0.0,0.06,0.01153,0,0.245
333_1ETH.A,0.0,0.05,0.01294,0,0.145
334_1ETH.A,0.0,0.04,0.06301,0,0.2
335_1ETH.A,0.0,0.06,0.06498,0,0.255
336_1ETH.A,0.0,0.0,0.0016899999999999999,0,0.005
337_1ETH.A,0.0,0.0,0.00028,0,0.005
338_1ETH.A,0.0,0.07,0.0045,0,0.185
