residue	predus	ispred	dockpred	annotated	rfscore	logreg
89_1DFJ.E	0.194	0.02	0.05052	1	0.032677	0.151266
91_1DFJ.E	0.13	0.01	0.09196	1	0.251912	0.145178
111_1DFJ.E	0.116	0.01	0.20074	1	0.070549	0.127659
6_1DFJ.I	0.0	0.98	0.42384	1	0.464783	0.585657
89_1DFJ.I	0.245	0.81	0.36646	1	0.305814	0.377358
117_1DFJ.I	0.554	0.93	0.44975	1	0.477183	0.590155
202_1DFJ.I	0.217	0.97	0.43741	1	0.551363	0.598787
257_1DFJ.I	0.0	0.93	0.20443	1	0.538824	0.18086
259_1DFJ.I	0.0	0.99	0.42506	1	0.469897	0.593006
283_1DFJ.I	0.0	0.36	0.07772	1	0.053938	0.024167
316_1DFJ.I	0.0	0.92	0.41797	1	0.46806	0.543746
397_1DFJ.I	0.0	0.09	0.12418	1	0.059198	0.020162
404_1DFJ.I	0.146	0.36	0.26607	1	0.352368	0.098365
405_1DFJ.I	0.164	0.0	0.17104	1	0.127292	0.023662
428_1DFJ.I	0.164	0.0	0.1008	1	0.081082	0.013636
430_1DFJ.I	0.164	0.97	0.78555	1	0.685508	0.960489
431_1DFJ.I	0.201	0.92	1.0	1	0.526747	0.991804
433_1DFJ.I	0.339	0.24	0.77016	1	0.417284	0.822873
436_1DFJ.I	0.103	0.03	0.47708	1	0.079581	0.230967
453_1DFJ.I	0.0	0.06	0.35958	1	0.081121	0.112628
456_1DFJ.I	0.141	0.06	0.70003	1	0.176439	0.653603
58_1DHK.A	0.371	0.0	0.07911	1	0.074543	0.064901
59_1DHK.A	0.4	0.58	0.16477	1	0.264477	0.287698
62_1DHK.A	0.0	0.0	0.01513	1	0.012899	0.033249
63_1DHK.A	0.0	0.0	0.11297	1	0.048856	0.021365
101_1DHK.A	0.0	0.0	0.00484	1	0.005997	0.03482
148_1DHK.A	0.0	0.92	0.12186	1	0.268261	0.362434
149_1DHK.A	0.0	0.9	0.17569	1	0.399544	0.291806
151_1DHK.A	0.548	0.98	0.20112	1	0.538741	0.681001
156_1DHK.A	0.282	0.0	0.03885	1	0.144956	0.061775
162_1DHK.A	0.0	0.0	0.07505	1	0.044396	0.025376
197_1DHK.A	0.0	0.0	0.00609	1	0.007333	0.034626
200_1DHK.A	0.0	0.0	0.04416	1	0.028375	0.029177
201_1DHK.A	0.0	0.0	0.03479	1	0.025229	0.030435
233_1DHK.A	0.0	0.0	0.0245	1	0.01676	0.031878
235_1DHK.A	0.0	0.68	0.08067	1	0.13063	0.225381
239_1DHK.A	0.371	0.97	0.21844	1	0.36845	0.541224
240_1DHK.A	0.548	0.9	0.17866	1	0.404592	0.640072
256_1DHK.A	0.0	0.0	0.04353	1	0.028375	0.02926
298_1DHK.A	0.0	0.0	0.01014	1	0.013556	0.034002
300_1DHK.A	0.0	0.98	0.12436	1	0.377816	0.41068
303_1DHK.A	0.0	0.0	0.08707	1	0.044984	0.024031
305_1DHK.A	0.282	0.94	0.22905	1	0.383839	0.442411
309_1DHK.A	0.371	0.97	0.45436	1	0.543862	0.282796
310_1DHK.A	0.371	0.6	0.18552	1	0.181731	0.26711
311_1DHK.A	0.0	0.29	0.10751	1	0.052503	0.059606
352_1DHK.A	0.4	0.88	0.34296	1	0.526766	0.3412
137_1DOR.A	0.0	0.53	0.27402	1	0.219723	0.084756
138_1DOR.A	0.0	0.0	0.37131	1	0.098521	0.025258
169_1DOR.A	0.668	0.94	1.0	1	0.624904	0.969681
170_1DOR.A	0.399	0.94	0.62258	1	0.508921	0.799161
172_1DOR.A	0.399	0.98	0.16211	1	0.391661	0.60444
197_1DOR.A	0.188	0.94	0.78705	1	0.687077	0.693526
198_1DOR.A	0.399	0.96	0.66781	1	0.547382	0.823869
199_1DOR.A	0.527	0.96	0.83447	1	0.686084	0.924452
201_1DOR.A	1.0	0.99	0.5407	1	0.554909	0.982514
203_1DOR.A	0.882	0.89	0.23297	1	0.322432	0.924216
204_1DOR.A	0.668	0.91	0.06288	1	0.363929	0.768913
205_1DOR.A	0.242	0.89	0.01354	1	0.330772	0.293097
206_1DOR.A	0.0	0.91	0.14381	1	0.323946	0.167037
207_1DOR.A	0.242	0.98	0.05175	1	0.364004	0.368908
208_1DOR.A	0.527	0.98	0.0753	1	0.404914	0.689229
214_1DOR.A	0.0	0.89	0.26203	1	0.43093	0.199632
216_1DOR.A	0.188	0.99	0.77945	1	0.66098	0.719196
223_1DOR.A	0.404	0.98	0.68504	1	0.471027	0.840487
226_1DOR.A	0.0	0.95	0.40252	1	0.418496	0.29064
230_1DOR.A	0.404	0.88	0.15194	1	0.352143	0.534899
263_1DOR.A	0.0	0.0	0.02414	1	0.015912	0.011431
296_1DOR.A	0.114	0.14	0.03366	1	0.023652	0.028466
298_1DOR.A	0.242	0.1	0.02478	1	0.060223	0.043533
309_1DOR.A	0.0	0.91	0.06984	1	0.236268	0.144464
310_1DOR.A	0.0	0.89	0.08087	1	0.172289	0.14068
65_1DOW.A	0.0	0.97	0.23827	1	0.556249	0.121402
68_1DOW.A	0.0	0.97	0.21227	1	0.495658	0.118356
69_1DOW.A	0.0	0.0	0.08762	1	0.046974	0.056167
79_1DOW.A	0.0	0.99	0.03213	1	0.206556	0.10027
82_1DOW.A	0.0	0.35	0.04051	1	0.038991	0.067211
115_1DOW.A	0.0	0.11	0.14387	1	0.067752	0.064009
116_1DOW.A	0.0	0.74	0.13265	1	0.219016	0.094783
121_1DOW.A	0.0	0.88	0.33305	1	0.397496	0.126022
142_1DOW.A	0.191	0.94	0.02525	1	0.348925	0.035842
143_1DOW.A	0.0	0.9	0.26936	1	0.405592	0.119897
145_1DOW.A	0.0	0.0	0.15084	1	0.044719	0.060007
146_1DOW.A	0.0	0.98	0.02892	1	0.280282	0.099324
193_1DOW.A	0.0	0.84	0.04221	1	0.158808	0.092169
197_1DOW.A	0.191	0.53	0.09648	1	0.177054	0.029358
30_1DQJ.A	0.0	0.96	0.30251	1	0.451391	0.451177
31_1DQJ.A	0.0	0.81	0.38111	1	0.309031	0.554355
32_1DQJ.A	0.0	0.98	0.57604	1	0.609625	0.971469
50_1DQJ.A	0.0	0.95	0.77319	1	0.431162	0.997588
53_1DQJ.A	0.0	0.97	0.37377	1	0.480504	0.688766
92_1DQJ.A	0.073	0.99	0.60834	1	0.299561	0.986774
96_1DQJ.A	0.16	0.0	0.63737	1	0.23762	0.711433
530_1DQJ.A	0.422	0.97	0.15773	1	0.37664	0.432137
531_1DQJ.A	0.432	0.98	0.26506	1	0.384318	0.775546
532_1DQJ.A	0.62	0.98	0.33209	1	0.425047	0.949637
533_1DQJ.A	0.0	0.98	1.0	1	0.551311	0.999896
550_1DQJ.A	1.0	0.0	0.76192	1	0.330716	0.997885
552_1DQJ.A	0.001	0.0	0.63796	1	0.087927	0.557085
553_1DQJ.A	0.373	0.78	0.99238	1	0.575389	0.999946
554_1DQJ.A	0.133	0.99	0.66716	1	0.378596	0.995283
556_1DQJ.A	0.085	0.95	0.61743	1	0.345016	0.986825
558_1DQJ.A	0.12	0.98	0.84709	1	0.433017	0.999523
598_1DQJ.A	0.706	0.98	0.9155	1	0.660056	0.999984
85_1E4K.C	1.0	0.03	0.819	1	0.579963	0.999504
86_1E4K.C	0.524	0.02	0.67242	1	0.299282	0.92553
87_1E4K.C	0.721	0.01	1.0	1	0.522618	0.998328
110_1E4K.C	0.695	0.06	0.94156	1	0.368947	0.99705
116_1E4K.C	0.721	0.04	0.0907	1	0.091105	0.58885
117_1E4K.C	0.644	0.1	0.13119	1	0.122707	0.504645
126_1E4K.C	0.605	0.03	0.13619	1	0.201062	0.414248
131_1E4K.C	0.143	0.02	0.24895	1	0.071471	0.026955
132_1E4K.C	0.721	0.03	0.2011	1	0.213375	0.747637
152_1E4K.C	0.421	0.03	0.13472	1	0.140534	0.125396
155_1E4K.C	0.405	0.0	0.28611	1	0.248612	0.25012
158_1E4K.C	0.0	0.13	0.91264	1	0.172872	0.425957
31_1E6J.H	0.019	0.68	0.42348	1	0.327039	0.033158
33_1E6J.H	0.612	0.0	0.46808	1	0.22989	0.110434
50_1E6J.H	1.0	0.99	0.9636	1	0.715158	0.888896
52_1E6J.H	0.255	0.98	0.67103	1	0.508137	0.231324
105_1E6J.H	0.667	0.97	0.89651	1	0.650815	0.750472
591_1E6J.H	0.377	0.94	0.76957	1	0.653899	0.432639
592_1E6J.H	0.366	0.95	1.0	1	0.600487	0.812764
18_1EAI.C	0.052	0.64	0.37346	1	0.124329	0.124126
25_1EAI.C	0.112	0.59	0.51685	1	0.16011	0.186693
26_1EAI.C	0.166	0.98	0.41165	1	0.567829	0.391839
27_1EAI.C	0.185	0.86	0.4798	1	0.476225	0.353496
28_1EAI.C	0.278	0.9	0.58533	1	0.445362	0.50677
29_1EAI.C	1.0	0.98	0.67241	1	0.555863	0.537119
31_1EAI.C	0.57	0.92	1.0	1	0.637188	0.880824
32_1EAI.C	0.649	0.95	0.95209	1	0.571804	0.85855
35_1EAI.C	0.032	0.63	0.83294	1	0.185314	0.602284
42_1EAI.C	0.032	0.23	0.46919	1	0.253196	0.041083
90_1EFV.A	0.131	0.97	0.06262	1	0.177986	0.554223
113_1EFV.A	0.0	0.02	0.01153	1	0.009706	0.0465
114_1EFV.A	0.0	0.08	0.05182	1	0.021268	0.065401
117_1EFV.A	0.0	0.1	0.13938	1	0.057427	0.104648
118_1EFV.A	0.0	0.12	0.11314	1	0.059398	0.096535
121_1EFV.A	0.0	0.66	0.14474	1	0.110198	0.323173
122_1EFV.A	0.0	0.97	0.09357	1	0.293891	0.438601
125_1EFV.A	0.0	0.95	0.08041	1	0.282782	0.40956
126_1EFV.A	0.0	0.82	0.03598	1	0.137523	0.284712
128_1EFV.A	0.0	0.45	0.05783	1	0.079211	0.152307
129_1EFV.A	0.0	0.0	0.05702	1	0.027963	0.055775
130_1EFV.A	0.0	0.16	0.15058	1	0.05245	0.125697
131_1EFV.A	0.0	0.1	0.17739	1	0.059148	0.125065
132_1EFV.A	0.0	0.0	0.09795	1	0.048001	0.068353
133_1EFV.A	0.0	0.36	0.18275	1	0.100868	0.218116
146_1EFV.A	0.217	0.96	0.31262	1	0.61808	0.873216
148_1EFV.A	0.171	0.99	0.58033	1	0.557796	0.960859
149_1EFV.A	0.287	0.9	0.8097	1	0.626022	0.991425
150_1EFV.A	0.217	0.0	0.30084	1	0.144894	0.378319
152_1EFV.A	0.13	0.98	0.46369	1	0.403556	0.913852
153_1EFV.A	0.13	0.97	0.35575	1	0.454024	0.853877
154_1EFV.A	0.217	0.94	0.23749	1	0.381348	0.814961
155_1EFV.A	0.217	0.96	0.3244	1	0.55459	0.879964
156_1EFV.A	0.079	0.95	0.17763	1	0.442135	0.62904
157_1EFV.A	0.0	0.91	0.1583	1	0.363025	0.487056
158_1EFV.A	0.0	0.96	0.10266	1	0.306496	0.444399
160_1EFV.A	0.0	0.18	0.05393	1	0.038553	0.083009
195_1EFV.A	0.037	0.43	0.01884	1	0.031909	0.14248
196_1EFV.A	0.131	0.98	0.05629	1	0.215497	0.552024
197_1EFV.A	0.287	0.98	0.04768	1	0.275567	0.713347
198_1EFV.A	0.325	0.96	0.04955	1	0.285696	0.741669
199_1EFV.A	1.0	0.98	0.05003	1	0.407089	0.987193
200_1EFV.A	0.507	0.97	0.05442	1	0.430572	0.878495
201_1EFV.A	0.612	0.98	0.05937	1	0.594346	0.926413
202_1EFV.A	0.659	0.99	0.05052	1	0.600099	0.939124
203_1EFV.A	0.285	0.98	0.08618	1	0.330953	0.751381
204_1EFV.A	0.186	0.91	0.0411	1	0.112399	0.554756
205_1EFV.A	0.255	0.89	0.04508	1	0.451099	0.627796
241_1EFV.A	0.0	0.78	0.20939	1	0.227682	0.474686
253_1EFV.A	0.0	0.9	0.10348	1	0.16474	0.409331
259_1EFV.A	0.0	0.97	0.08203	1	0.285728	0.423614
260_1EFV.A	0.0	0.8	0.0307	1	0.187296	0.269252
265_1EFV.A	0.079	0.98	0.40871	1	0.342945	0.861255
266_1EFV.A	0.037	0.98	0.21142	1	0.294668	0.640934
268_1EFV.A	0.0	0.93	0.01129	1	0.208928	0.314086
273_1EFV.A	0.0	0.1	0.19875	1	0.097765	0.137977
285_1EFV.A	0.173	0.98	0.37427	1	0.589449	0.890352
291_1EFV.A	0.079	0.86	0.14563	1	0.077396	0.534198
293_1EFV.A	0.0	0.0	0.04638	1	0.02845	0.052881
295_1EFV.A	0.014	0.1	0.45915	1	0.117125	0.404686
308_1EFV.A	0.014	0.98	0.41886	1	0.44583	0.827449
310_1EFV.A	0.014	0.96	0.22182	1	0.393406	0.616543
311_1EFV.A	0.014	0.94	0.35372	1	0.474139	0.754764
312_1EFV.A	0.021	0.97	0.73676	1	0.346228	0.963037
313_1EFV.A	0.024	0.95	1.0	1	0.380301	0.990238
314_1EFV.A	0.024	0.98	0.72628	1	0.278895	0.962446
315_1EFV.A	0.021	0.91	0.62208	1	0.254773	0.924499
325_1EFV.A	0.0	0.54	0.24464	1	0.223488	0.37621
326_1EFV.A	0.0	0.95	0.47295	1	0.421199	0.847234
46_1EG9.A	0.0	0.03	0.00722	1	0.011147	0.029841
47_1EG9.A	0.0	0.1	0.00981	1	0.016143	0.035964
91_1EG9.A	0.0	0.87	0.12727	1	0.326929	0.238229
92_1EG9.A	0.0	0.49	0.03675	1	0.062657	0.098591
93_1EG9.A	0.0	0.24	0.06118	1	0.045121	0.052112
94_1EG9.A	0.0	0.15	0.07157	1	0.042146	0.041154
95_1EG9.A	0.0	0.1	0.12246	1	0.059801	0.036118
184_1EG9.A	0.0	0.08	0.01318	1	0.01381	0.034106
185_1EG9.A	0.0	0.38	0.01953	1	0.032513	0.074693
186_1EG9.A	0.0	0.37	0.00981	1	0.023026	0.072785
188_1EG9.A	0.0	0.52	0.02001	1	0.050455	0.106122
189_1EG9.A	0.0	0.79	0.01914	1	0.144611	0.199874
190_1EG9.A	0.0	0.9	0.0203	1	0.137524	0.252758
211_1EG9.A	0.621	0.97	0.99182	1	0.689102	0.076882
214_1EG9.A	0.421	0.0	0.12179	1	0.221627	0.009317
215_1EG9.A	0.0	0.96	0.1265	1	0.338582	0.286087
216_1EG9.A	0.0	0.0	0.02953	1	0.016478	0.027562
218_1EG9.A	0.0	0.99	0.19432	1	0.572037	0.303826
219_1EG9.A	0.0	0.96	0.06349	1	0.229329	0.285582
264_1EG9.A	0.0	0.26	0.01414	1	0.025121	0.054806
346_1EG9.A	0.0	0.51	0.01568	1	0.047396	0.103521
349_1EG9.A	0.0	0.64	0.0151	1	0.066363	0.141786
350_1EG9.A	0.0	0.96	0.03617	1	0.245799	0.285363
354_1EG9.A	0.0	0.9	0.03059	1	0.180466	0.252835
355_1EG9.A	0.0	0.18	0.0457	1	0.034231	0.044499
357_1EG9.A	0.0	0.99	0.05849	1	0.238783	0.302699
360_1EG9.A	0.0	0.83	0.06936	1	0.163692	0.21842
361_1EG9.A	0.171	0.97	0.10553	1	0.39359	0.207958
363_1EG9.A	0.0	0.67	0.03405	1	0.062244	0.152241
364_1EG9.A	0.0	0.69	0.20856	1	0.257506	0.160411
367_1EG9.A	0.0	0.85	0.02357	1	0.139101	0.227657
23_1EMV.A	0.185	0.01	0.36919	1	0.11182	0.52136
27_1EMV.A	0.0	0.03	0.0831	1	0.034534	0.042415
29_1EMV.A	0.104	0.1	0.07207	1	0.02181	0.089424
30_1EMV.A	0.104	0.04	0.5473	1	0.069229	0.819727
41_1EMV.A	0.166	0.01	0.22775	1	0.118922	0.22237
47_1EMV.A	0.173	0.04	0.19452	1	0.235392	0.21011
48_1EMV.A	0.603	0.03	0.2176	1	0.266949	0.657579
50_1EMV.A	0.603	0.03	0.44562	1	0.255732	0.935704
51_1EMV.A	1.0	0.06	0.51273	1	0.230759	0.994302
53_1EMV.A	0.649	0.0	0.29564	1	0.240773	0.793998
54_1EMV.A	0.649	0.22	0.91258	1	0.627922	0.999737
55_1EMV.A	0.706	0.22	1.0	1	0.452442	0.999905
62_1EMV.A	0.0	0.06	0.39235	1	0.0938	0.455805
240_1ETH.A	0.0	0.26	0.29508	1	0.161357	0.008232
241_1ETH.A	0.0	0.57	0.39184	1	0.182492	0.042011
244_1ETH.A	0.563	0.88	0.03516	1	0.302654	0.721397
247_1ETH.A	0.565	0.97	0.35837	1	0.611556	0.521985
249_1ETH.A	0.606	0.98	0.12377	1	0.681639	0.777715
361_1ETH.A	0.0	0.97	0.04388	1	0.251581	0.76503
366_1ETH.A	0.0	0.95	0.05879	1	0.236236	0.726403
369_1ETH.A	0.073	0.68	0.01603	1	0.079775	0.350112
391_1ETH.A	0.0	0.53	0.03629	1	0.059803	0.144945
400_1ETH.A	0.0	0.9	0.03966	1	0.14533	0.6735
402_1ETH.A	0.073	0.0	0.00703	1	0.010725	0.005496
404_1ETH.A	0.159	0.73	0.02307	1	0.095803	0.435711
440_1ETH.A	0.029	0.83	0.08776	1	0.054037	0.511586
442_1ETH.A	0.0	0.79	0.04051	1	0.145242	0.493174
432_1EUV.A	0.0	0.21	0.2346	1	0.153832	0.115881
433_1EUV.A	0.0	0.0	0.07659	1	0.045926	0.067185
434_1EUV.A	0.0	0.15	0.21394	1	0.140452	0.105287
438_1EUV.A	0.0	0.7	0.35074	1	0.324044	0.216254
448_1EUV.A	0.369	0.95	0.7936	1	0.574247	0.816842
449_1EUV.A	0.0	0.0	0.09799	1	0.043637	0.070735
450_1EUV.A	0.104	0.0	0.16481	1	0.045991	0.118686
451_1EUV.A	0.0	0.59	0.28466	1	0.237688	0.173915
452_1EUV.A	0.0	0.0	0.13568	1	0.044483	0.077411
455_1EUV.A	0.0	0.42	0.19012	1	0.108324	0.123838
472_1EUV.A	0.0	0.71	0.23153	1	0.258566	0.169858
473_1EUV.A	0.0	0.0	0.05165	1	0.029082	0.063256
474_1EUV.A	0.112	0.95	0.43253	1	0.371494	0.396242
477_1EUV.A	0.0	0.65	0.185	1	0.133459	0.14663
478_1EUV.A	0.104	0.83	0.3565	1	0.338902	0.319291
489_1EUV.A	0.0	0.6	0.33166	1	0.234165	0.193472
490_1EUV.A	0.108	0.45	0.37121	1	0.167081	0.259563
493_1EUV.A	0.0	0.85	0.28625	1	0.414436	0.211102
509_1EUV.A	0.131	0.09	0.12302	1	0.045495	0.126968
512_1EUV.A	0.185	0.84	0.56468	1	0.279668	0.524952
513_1EUV.A	0.278	0.85	0.58022	1	0.475693	0.623606
515_1EUV.A	0.258	0.0	0.1153	1	0.174489	0.17599
574_1EUV.A	0.0	0.0	0.45012	1	0.10107	0.159031
577_1EUV.A	0.603	0.75	0.79732	1	0.3962	0.901902
578_1EUV.A	1.0	0.88	0.93365	1	0.513269	0.985334
579_1EUV.A	0.0	0.0	0.12982	1	0.043834	0.076336
580_1EUV.A	0.0	0.0	0.11846	1	0.042145	0.074292
75_1EXB.E	0.389	0.98	0.83119	1	0.609708	0.150441
78_1EXB.E	0.389	0.98	0.38607	1	0.546859	0.081381
80_1EXB.E	0.958	0.0	0.43303	1	0.210115	0.510317
34_1F34.A	0.0	0.0	0.00986	1	0.013082	0.020641
65_1F34.A	0.0	0.55	0.03269	1	0.087107	0.182982
66_1F34.A	0.0	0.75	0.0392	1	0.138536	0.345387
69_1F34.A	0.0	0.68	0.04578	1	0.073386	0.283544
70_1F34.A	0.0	0.78	0.05317	1	0.149195	0.379247
71_1F34.A	0.0	0.0	0.01309	1	0.013007	0.020733
72_1F34.A	0.0	0.86	0.0363	1	0.149693	0.455837
74_1F34.A	0.282	0.97	0.05941	1	0.361318	0.380693
75_1F34.A	0.548	0.95	0.05667	1	0.427439	0.207945
76_1F34.A	0.0	0.88	0.08098	1	0.161099	0.492478
79_1F34.A	0.079	0.92	0.0633	1	0.075876	0.472152
86_1F34.A	0.0	0.64	0.03762	1	0.070789	0.248266
109_1F34.A	0.368	0.97	0.22258	1	0.374659	0.376198
128_1F34.A	0.0	0.13	0.03351	1	0.02546	0.036419
130_1F34.A	0.0	0.98	0.02305	1	0.281739	0.577648
131_1F34.A	0.0	0.17	0.04265	1	0.032331	0.043386
189_1F34.A	0.0	0.08	0.03592	1	0.01767	0.029766
218_1F34.A	0.169	0.97	0.00761	1	0.361111	0.44152
289_1F34.A	0.0	0.87	0.06598	1	0.184018	0.476673
290_1F34.A	0.0	0.58	0.04276	1	0.069166	0.205042
292_1F34.A	0.0	0.98	0.04342	1	0.351034	0.584555
300_1F34.A	0.0	0.0	0.00553	1	0.007701	0.02052
21_1F60.A	0.0	0.02	0.03023	1	0.01456	0.029167
64_1F60.A	0.0	0.03	0.10325	1	0.072499	0.038339
67_1F60.A	0.0	0.2	0.10892	1	0.065591	0.057332
68_1F60.A	0.0	0.95	0.1787	1	0.436105	0.314813
70_1F60.A	0.131	0.95	0.41058	1	0.404839	0.528593
72_1F60.A	0.368	0.39	0.31124	1	0.306949	0.191778
74_1F60.A	0.81	0.98	0.36091	1	0.648442	0.590514
75_1F60.A	0.872	0.94	0.59725	1	0.62238	0.758271
76_1F60.A	0.466	0.95	0.26468	1	0.469452	0.443387
78_1F60.A	0.117	0.55	0.066	1	0.035779	0.112776
89_1F60.A	0.0	0.0	0.01377	1	0.013079	0.026317
90_1F60.A	0.0	0.05	0.04522	1	0.021257	0.032897
91_1F60.A	0.0	0.4	0.02686	1	0.054477	0.067985
92_1F60.A	0.0	0.0	0.00958	1	0.013367	0.025938
93_1F60.A	0.0	0.54	0.08517	1	0.083947	0.111076
94_1F60.A	0.0	0.26	0.0552	1	0.049198	0.054751
95_1F60.A	0.0	0.14	0.21136	1	0.154656	0.070563
97_1F60.A	0.0	0.02	0.21487	1	0.052371	0.054707
100_1F60.A	0.0	0.03	0.13011	1	0.046102	0.042015
250_1F60.A	0.0	0.07	0.79511	1	0.1517	0.338281
251_1F60.A	0.079	0.34	0.36996	1	0.24323	0.182391
252_1F60.A	0.279	0.83	1.0	1	0.659019	0.880929
289_1F60.A	0.0	0.05	0.07059	1	0.030141	0.035887
291_1F60.A	0.371	0.01	0.36496	1	0.137422	0.104781
293_1F60.A	0.371	0.04	0.65933	1	0.191396	0.263278
294_1F60.A	0.4	0.07	0.61047	1	0.287488	0.246704
320_1F60.A	0.0	0.36	0.45512	1	0.187929	0.232889
428_1F60.A	0.0	0.05	0.41369	1	0.103344	0.11179
167_1F6Y.A	0.0	0.14	0.1756	1	0.081365	0.046198
170_1F6Y.A	0.0	0.13	0.11223	1	0.063777	0.032266
173_1F6Y.A	0.0	0.08	0.04585	1	0.021508	0.018627
174_1F6Y.A	0.0	0.02	0.08031	1	0.03239	0.017185
181_1F6Y.A	0.0	0.02	0.17226	1	0.045766	0.027444
204_1F6Y.A	0.0	0.92	0.23864	1	0.524966	0.668034
205_1F6Y.A	0.0	0.68	0.31259	1	0.269572	0.509617
209_1F6Y.A	0.0	0.96	0.21201	1	0.450788	0.675898
213_1F6Y.A	0.0	0.64	0.25151	1	0.23833	0.388469
216_1F6Y.A	0.0	0.93	0.20736	1	0.519983	0.641082
217_1F6Y.A	0.0	0.97	0.26266	1	0.545853	0.739274
241_1F6Y.A	0.0	0.82	0.54048	1	0.284006	0.862321
244_1F6Y.A	0.341	0.95	0.66737	1	0.529669	0.811419
245_1F6Y.A	0.193	0.98	0.8345	1	0.616326	0.95912
246_1F6Y.A	0.273	0.96	0.34696	1	0.566079	0.538569
247_1F6Y.A	0.187	0.86	0.55595	1	0.483364	0.77044
249_1F6Y.A	0.273	0.95	0.28433	1	0.332538	0.446459
251_1F6Y.A	1.0	0.96	1.0	1	0.651382	0.534335
253_1F6Y.A	0.287	0.96	0.74385	1	0.607406	0.896105
251_1FC2.D	0.0	0.0	0.01977	1	0.015726	0.015673
252_1FC2.D	0.628	0.02	0.06264	1	0.136041	0.612804
253_1FC2.D	1.0	0.12	0.06277	1	0.094669	0.90805
254_1FC2.D	0.426	0.02	0.07388	1	0.077391	0.24045
309_1FC2.D	0.535	0.02	0.01814	1	0.057746	0.459572
311_1FC2.D	0.704	0.02	0.02122	1	0.067228	0.760288
432_1FC2.D	0.194	0.0	0.00866	1	0.037974	0.069545
433_1FC2.D	0.458	0.05	0.05341	1	0.067455	0.235955
434_1FC2.D	0.676	0.03	0.0666	1	0.147258	0.67201
435_1FC2.D	0.653	0.05	0.02693	1	0.094902	0.602585
92_1FFW.A	0.166	0.95	0.15072	1	0.484589	0.225649
96_1FFW.A	0.084	0.98	0.15417	1	0.292006	0.21857
100_1FFW.A	0.117	0.6	0.17939	1	0.187696	0.114546
103_1FFW.A	0.0	0.05	0.10424	1	0.043838	0.044741
105_1FFW.A	0.117	0.16	0.09095	1	0.033137	0.064025
106_1FFW.A	0.117	0.22	0.20427	1	0.161455	0.054579
122_1FFW.A	0.085	0.03	0.13231	1	0.034687	0.044063
126_1FFW.A	0.117	0.03	0.31187	1	0.063702	0.029412
178_1FFW.B	0.032	0.86	0.53326	1	0.352117	0.917926
181_1FFW.B	0.099	0.92	0.4663	1	0.443838	0.784076
182_1FFW.B	0.244	0.52	0.2986	1	0.32761	0.417382
203_1FFW.B	0.166	0.46	0.12767	1	0.155788	0.073289
207_1FFW.B	0.185	0.99	0.31796	1	0.556114	0.266037
213_1FFW.B	0.347	0.82	0.57399	1	0.426335	0.942794
214_1FFW.B	0.347	0.93	1.0	1	0.749101	0.999806
215_1FFW.B	0.322	0.94	0.51154	1	0.537551	0.844369
216_1FFW.B	0.0	0.0	0.19704	1	0.093004	0.391752
217_1FFW.B	0.052	0.98	0.35146	1	0.267536	0.398973
37_1FIN.A	0.0	0.0	0.04085	1	0.026946	0.058351
39_1FIN.A	0.0	0.04	0.04127	1	0.019115	0.05998
40_1FIN.A	0.0	0.02	0.13696	1	0.043929	0.081235
41_1FIN.A	0.0	0.09	0.25442	1	0.072582	0.12351
42_1FIN.A	0.0	0.07	0.30346	1	0.06928	0.141949
44_1FIN.A	0.0	0.05	0.1494	1	0.041035	0.086224
46_1FIN.A	0.0	0.05	0.35859	1	0.08385	0.165601
49_1FIN.A	0.0	0.1	0.23788	1	0.100722	0.118006
50_1FIN.A	0.0	0.0	0.30261	1	0.101001	0.135778
52_1FIN.A	0.0	0.12	0.03746	1	0.026636	0.062392
53_1FIN.A	0.0	0.02	0.13244	1	0.042806	0.080044
56_1FIN.A	0.0	0.02	0.10346	1	0.040536	0.07278
57_1FIN.A	0.0	0.02	0.17908	1	0.040418	0.093132
71_1FIN.A	0.4	0.02	0.08325	1	0.087122	0.059364
119_1FIN.A	0.0	0.0	0.21979	1	0.092047	0.104784
120_1FIN.A	0.0	0.01	0.41244	1	0.054479	0.189462
122_1FIN.A	0.0	0.01	0.45244	1	0.152618	0.212263
150_1FIN.A	0.416	0.09	0.43095	1	0.177226	0.184775
152_1FIN.A	0.416	0.05	0.61654	1	0.284069	0.298916
154_1FIN.A	0.548	0.26	0.8711	1	0.448625	0.537381
156_1FIN.A	0.279	0.0	0.35265	1	0.287629	0.144922
159_1FIN.A	0.918	0.44	0.61399	1	0.33572	0.315532
180_1FIN.A	0.051	0.0	0.35746	1	0.06656	0.157824
181_1FIN.A	0.079	0.02	0.44184	1	0.050293	0.202464
182_1FIN.A	0.0	0.02	0.33682	1	0.057661	0.152473
272_1FIN.A	0.0	0.01	0.68155	1	0.064395	0.378238
276_1FIN.A	0.0	0.01	0.17837	1	0.033584	0.092336
277_1FIN.A	0.0	0.0	0.01767	1	0.01558	0.053985
278_1FIN.A	0.0	0.01	0.4294	1	0.053863	0.198893
57_1FLE.E	0.0	0.89	0.01938	1	0.143899	0.053349
97_1FLE.E	0.0	0.9	0.05262	1	0.158208	0.056042
99_1FLE.E	0.341	0.17	0.91721	1	0.497733	0.120775
172_1FLE.E	0.382	0.0	0.60773	1	0.257861	0.076459
192_1FLE.E	0.0	0.29	0.03569	1	0.040423	0.031208
