residue,predus,ispred,dockpred,annotated,rfscore,logreg
197_1DOW.A,0.191,0.53,0.09648,1,0.17705397439355613,0.02935824711592332
30_1DQJ.A,0.0,0.96,0.30251,1,0.45139096543422086,0.45117657958748875
31_1DQJ.A,0.0,0.81,0.38111,1,0.30903132297820557,0.5543548281039921
32_1DQJ.A,0.0,0.98,0.57604,1,0.609624995226683,0.971468778644124
50_1DQJ.A,0.0,0.95,0.77319,1,0.43116156388561067,0.997587569383382
53_1DQJ.A,0.0,0.97,0.37377,1,0.4805039583332741,0.688765785580383
92_1DQJ.A,0.073,0.99,0.60834,1,0.2995610330918315,0.9867744547745594
96_1DQJ.A,0.16,0.0,0.63737,1,0.23762020562485964,0.7114328800080811
530_1DQJ.A,0.422,0.97,0.15773,1,0.3766404579738306,0.432137337015141
531_1DQJ.A,0.432,0.98,0.26506,1,0.3843177874724393,0.7755459081096264
532_1DQJ.A,0.62,0.98,0.33209,1,0.42504658455124655,0.9496370894651005
533_1DQJ.A,0.0,0.98,1.0,1,0.5513110401208834,0.999895779665277
550_1DQJ.A,1.0,0.0,0.76192,1,0.3307156626342554,0.9978850328529654
552_1DQJ.A,0.001,0.0,0.63796,1,0.08792724229562272,0.557084859523085
553_1DQJ.A,0.373,0.78,0.99238,1,0.5753888618503384,0.9999457897008853
554_1DQJ.A,0.133,0.99,0.66716,1,0.378596018030557,0.9952830422500417
556_1DQJ.A,0.085,0.95,0.61743,1,0.34501553037529775,0.9868252623106735
558_1DQJ.A,0.12,0.98,0.84709,1,0.4330169251066602,0.9995233173546989
598_1DQJ.A,0.706,0.98,0.9155,1,0.660055696374978,0.9999843930022471
85_1E4K.C,1.0,0.03,0.819,1,0.5799634529765388,0.999504160186999
86_1E4K.C,0.524,0.02,0.67242,1,0.2992822773844325,0.9255296709724189
87_1E4K.C,0.721,0.01,1.0,1,0.5226175143984865,0.9983283003432639
110_1E4K.C,0.695,0.06,0.94156,1,0.36894675253662057,0.9970502137640033
116_1E4K.C,0.721,0.04,0.0907,1,0.09110533128524947,0.5888496551452351
117_1E4K.C,0.644,0.1,0.13119,1,0.12270745482127143,0.5046450045946529
126_1E4K.C,0.605,0.03,0.13619,1,0.20106177746471748,0.4142482263514643
131_1E4K.C,0.143,0.02,0.24895,1,0.07147135239598863,0.02695451790250475
132_1E4K.C,0.721,0.03,0.2011,1,0.21337457169269278,0.7476370919567077
152_1E4K.C,0.421,0.03,0.13472,1,0.14053375408598864,0.1253957661335911
155_1E4K.C,0.405,0.0,0.28611,1,0.24861195624372473,0.2501195243094296
158_1E4K.C,0.0,0.13,0.91264,1,0.17287199892077873,0.4259573884495457
31_1E6J.H,0.019,0.68,0.42348,1,0.327038878537185,0.033157705609519694
33_1E6J.H,0.612,0.0,0.46808,1,0.22989013190193952,0.11043384775904035
50_1E6J.H,1.0,0.99,0.9636,1,0.7151579939551346,0.8888956057462024
52_1E6J.H,0.255,0.98,0.67103,1,0.5081372229087069,0.2313244128095168
105_1E6J.H,0.667,0.97,0.89651,1,0.6508150181193727,0.7504715626458401
591_1E6J.H,0.377,0.94,0.76957,1,0.653898501867762,0.43263884464987523
592_1E6J.H,0.366,0.95,1.0,1,0.6004872490641658,0.8127639265627797
18_1EAI.C,0.052,0.64,0.37346,1,0.12432937675621124,0.1241255163956221
25_1EAI.C,0.112,0.59,0.51685,1,0.16010976689732476,0.18669287911897592
26_1EAI.C,0.166,0.98,0.41165,1,0.5678290667376626,0.3918391539227637
27_1EAI.C,0.185,0.86,0.4798,1,0.4762248742518427,0.3534964312303973
28_1EAI.C,0.278,0.9,0.58533,1,0.44536182506608896,0.5067702365757272
29_1EAI.C,1.0,0.98,0.67241,1,0.5558632244063599,0.5371190894515718
31_1EAI.C,0.57,0.92,1.0,1,0.6371878446242822,0.8808244437629524
32_1EAI.C,0.649,0.95,0.95209,1,0.5718042531950587,0.8585504102459401
35_1EAI.C,0.032,0.63,0.83294,1,0.18531385591690713,0.6022837204257774
42_1EAI.C,0.032,0.23,0.46919,1,0.2531963643833559,0.04108257447889705
90_1EFV.A,0.131,0.97,0.06262,1,0.17798579785749222,0.5542232594767715
113_1EFV.A,0.0,0.02,0.01153,1,0.009705793509600378,0.04649955717162417
114_1EFV.A,0.0,0.08,0.05182,1,0.021268275893510862,0.06540132494493694
117_1EFV.A,0.0,0.1,0.13938,1,0.0574274957545213,0.10464795692080074
118_1EFV.A,0.0,0.12,0.11314,1,0.05939839762354447,0.09653519401175592
121_1EFV.A,0.0,0.66,0.14474,1,0.11019809838449376,0.32317349330184236
122_1EFV.A,0.0,0.97,0.09357,1,0.29389138768176837,0.4386013574874564
125_1EFV.A,0.0,0.95,0.08041,1,0.28278245419613357,0.4095600129931662
126_1EFV.A,0.0,0.82,0.03598,1,0.13752315755644948,0.28471193640546244
128_1EFV.A,0.0,0.45,0.05783,1,0.07921130707828558,0.15230715855483318
129_1EFV.A,0.0,0.0,0.05702,1,0.027962817182066814,0.05577512021508645
130_1EFV.A,0.0,0.16,0.15058,1,0.05245004505605455,0.12569724097227306
131_1EFV.A,0.0,0.1,0.17739,1,0.059148237862918576,0.12506481592417512
132_1EFV.A,0.0,0.0,0.09795,1,0.048000523629444035,0.06835258594669694
133_1EFV.A,0.0,0.36,0.18275,1,0.1008678736944636,0.21811587883554687
146_1EFV.A,0.217,0.96,0.31262,1,0.6180799498003956,0.8732164843658969
148_1EFV.A,0.171,0.99,0.58033,1,0.5577959079479986,0.9608587556382802
149_1EFV.A,0.287,0.9,0.8097,1,0.6260220577186089,0.9914248919385221
150_1EFV.A,0.217,0.0,0.30084,1,0.14489403552933625,0.37831907446564883
152_1EFV.A,0.13,0.98,0.46369,1,0.40355645109450344,0.9138522988832812
153_1EFV.A,0.13,0.97,0.35575,1,0.4540237844104717,0.8538772647500324
154_1EFV.A,0.217,0.94,0.23749,1,0.38134765261092446,0.8149605928721665
155_1EFV.A,0.217,0.96,0.3244,1,0.5545897875847053,0.8799638883659898
156_1EFV.A,0.079,0.95,0.17763,1,0.44213546127645004,0.6290401531183402
157_1EFV.A,0.0,0.91,0.1583,1,0.3630249168464826,0.4870562208915748
158_1EFV.A,0.0,0.96,0.10266,1,0.30649643358255524,0.4443994969934637
160_1EFV.A,0.0,0.18,0.05393,1,0.038552569840945135,0.08300891511168511
195_1EFV.A,0.037,0.43,0.01884,1,0.03190878192255216,0.14248011874786798
196_1EFV.A,0.131,0.98,0.05629,1,0.2154968669032488,0.5520238683647023
197_1EFV.A,0.287,0.98,0.04768,1,0.2755670937601646,0.7133466615128401
198_1EFV.A,0.325,0.96,0.04955,1,0.285695970581416,0.7416686480726524
199_1EFV.A,1.0,0.98,0.05003,1,0.4070887910379779,0.987193273934918
200_1EFV.A,0.507,0.97,0.05442,1,0.4305720770190357,0.8784951274465533
201_1EFV.A,0.612,0.98,0.05937,1,0.5943463145384384,0.9264131318604916
202_1EFV.A,0.659,0.99,0.05052,1,0.6000986037363675,0.9391236056921091
203_1EFV.A,0.285,0.98,0.08618,1,0.330952718926777,0.7513809330907105
204_1EFV.A,0.186,0.91,0.0411,1,0.11239913667549768,0.5547555952331267
205_1EFV.A,0.255,0.89,0.04508,1,0.4510994591843576,0.6277959077002657
241_1EFV.A,0.0,0.78,0.20939,1,0.22768209443895027,0.47468550462945097
253_1EFV.A,0.0,0.9,0.10348,1,0.16473959620048437,0.40933060530781734
259_1EFV.A,0.0,0.97,0.08203,1,0.2857279234125792,0.42361396179126315
260_1EFV.A,0.0,0.8,0.0307,1,0.18729607060229125,0.2692521953251608
265_1EFV.A,0.079,0.98,0.40871,1,0.3429450809819394,0.8612551739105798
266_1EFV.A,0.037,0.98,0.21142,1,0.29466778081042855,0.6409343838340932
268_1EFV.A,0.0,0.93,0.01129,1,0.20892750187800185,0.3140855119408473
273_1EFV.A,0.0,0.1,0.19875,1,0.09776525643236746,0.1379767405807472
285_1EFV.A,0.173,0.98,0.37427,1,0.5894487711753801,0.890352486302532
291_1EFV.A,0.079,0.86,0.14563,1,0.07739552635606863,0.5341982074734285
293_1EFV.A,0.0,0.0,0.04638,1,0.02844990013062678,0.052880786573804656
295_1EFV.A,0.014,0.1,0.45915,1,0.1171250070059124,0.40468648554248465
308_1EFV.A,0.014,0.98,0.41886,1,0.4458299853721266,0.827449435655116
310_1EFV.A,0.014,0.96,0.22182,1,0.3934059823241621,0.6165434000897463
311_1EFV.A,0.014,0.94,0.35372,1,0.4741392310809958,0.7547636351651102
312_1EFV.A,0.021,0.97,0.73676,1,0.3462283829767665,0.9630373748733458
313_1EFV.A,0.024,0.95,1.0,1,0.3803012889852488,0.9902377501225422
314_1EFV.A,0.024,0.98,0.72628,1,0.27889520113134497,0.9624461423089946
315_1EFV.A,0.021,0.91,0.62208,1,0.2547733499308505,0.9244985841484986
325_1EFV.A,0.0,0.54,0.24464,1,0.2234881521993845,0.37621020920518494
326_1EFV.A,0.0,0.95,0.47295,1,0.4211989205428426,0.847234095962023
46_1EG9.A,0.0,0.03,0.00722,1,0.01114705909482909,0.029840921108109642
47_1EG9.A,0.0,0.1,0.00981,1,0.016142621702033427,0.035964121417126835
91_1EG9.A,0.0,0.87,0.12727,1,0.3269288940611678,0.2382290519120381
92_1EG9.A,0.0,0.49,0.03675,1,0.0626571590470478,0.09859076358316894
93_1EG9.A,0.0,0.24,0.06118,1,0.04512084669313409,0.052111681231226656
94_1EG9.A,0.0,0.15,0.07157,1,0.042146010818992725,0.041153713916153044
95_1EG9.A,0.0,0.1,0.12246,1,0.05980060928865507,0.03611779720300789
184_1EG9.A,0.0,0.08,0.01318,1,0.013810250344642692,0.034106013182086614
185_1EG9.A,0.0,0.38,0.01953,1,0.032512599857579205,0.07469287757984308
186_1EG9.A,0.0,0.37,0.00981,1,0.023026427553506125,0.07278499614551395
188_1EG9.A,0.0,0.52,0.02001,1,0.050455032226449384,0.10612198467995197
189_1EG9.A,0.0,0.79,0.01914,1,0.14461082696631777,0.19987381779132168
190_1EG9.A,0.0,0.9,0.0203,1,0.13752372149290426,0.2527583726998518
211_1EG9.A,0.621,0.97,0.99182,1,0.6891020006263473,0.07688180723463861
214_1EG9.A,0.421,0.0,0.12179,1,0.22162725270452788,0.009317402473638194
215_1EG9.A,0.0,0.96,0.1265,1,0.3385824216194792,0.28608671971018235
216_1EG9.A,0.0,0.0,0.02953,1,0.01647785118456874,0.027562158623628614
218_1EG9.A,0.0,0.99,0.19432,1,0.5720372887703317,0.3038259976666545
219_1EG9.A,0.0,0.96,0.06349,1,0.22932923275943953,0.2855816601662567
264_1EG9.A,0.0,0.26,0.01414,1,0.025121107956147335,0.054806097477750115
346_1EG9.A,0.0,0.51,0.01568,1,0.04739599943530346,0.10352074626969081
349_1EG9.A,0.0,0.64,0.0151,1,0.06636287007133367,0.1417857262685542
350_1EG9.A,0.0,0.96,0.03617,1,0.2457990167130394,0.28536284186817
354_1EG9.A,0.0,0.9,0.03059,1,0.18046630802104457,0.2528346939230855
355_1EG9.A,0.0,0.18,0.0457,1,0.03423093468240899,0.04449881634909319
357_1EG9.A,0.0,0.99,0.05849,1,0.23878286210364108,0.3026990514280869
360_1EG9.A,0.0,0.83,0.06936,1,0.16369207499982463,0.2184197393368213
361_1EG9.A,0.171,0.97,0.10553,1,0.39358984618866166,0.20795766045728659
363_1EG9.A,0.0,0.67,0.03405,1,0.06224424580124481,0.15224072281597373
364_1EG9.A,0.0,0.69,0.20856,1,0.2575055636851788,0.1604107074177307
367_1EG9.A,0.0,0.85,0.02357,1,0.13910054889813162,0.22765654607331368
23_1EMV.A,0.185,0.01,0.36919,1,0.1118202051539722,0.5213602935078252
27_1EMV.A,0.0,0.03,0.0831,1,0.034533785963332314,0.04241541516780477
29_1EMV.A,0.104,0.1,0.07207,1,0.021809895147788087,0.08942424127276814
30_1EMV.A,0.104,0.04,0.5473,1,0.06922886617755591,0.8197271829088247
41_1EMV.A,0.166,0.01,0.22775,1,0.11892165875536964,0.22237034476071102
47_1EMV.A,0.173,0.04,0.19452,1,0.23539150256970032,0.21011007850395277
48_1EMV.A,0.603,0.03,0.2176,1,0.26694881297292583,0.6575794691366715
50_1EMV.A,0.603,0.03,0.44562,1,0.2557323011891335,0.9357038378565591
51_1EMV.A,1.0,0.06,0.51273,1,0.23075916119150905,0.9943021719544309
53_1EMV.A,0.649,0.0,0.29564,1,0.24077250394547275,0.7939977026004794
54_1EMV.A,0.649,0.22,0.91258,1,0.6279215458865438,0.9997371003269611
55_1EMV.A,0.706,0.22,1.0,1,0.4524417474229784,0.9999051698535094
62_1EMV.A,0.0,0.06,0.39235,1,0.09380022790539738,0.45580527657321784
240_1ETH.A,0.0,0.26,0.29508,1,0.16135741713901955,0.00823157518498574
241_1ETH.A,0.0,0.57,0.39184,1,0.18249174967551465,0.04201103421533579
244_1ETH.A,0.563,0.88,0.03516,1,0.30265442348301635,0.7213974046689765
247_1ETH.A,0.565,0.97,0.35837,1,0.6115555176813798,0.5219850828569983
249_1ETH.A,0.606,0.98,0.12377,1,0.6816389665988176,0.7777146722555633
361_1ETH.A,0.0,0.97,0.04388,1,0.2515814302506285,0.7650296852713685
366_1ETH.A,0.0,0.95,0.05879,1,0.23623627126255545,0.7264034401585194
369_1ETH.A,0.073,0.68,0.01603,1,0.07977504947395792,0.35011237649948945
391_1ETH.A,0.0,0.53,0.03629,1,0.05980297947512642,0.14494539285636157
400_1ETH.A,0.0,0.9,0.03966,1,0.14532995417505182,0.6735001842722693
402_1ETH.A,0.073,0.0,0.00703,1,0.010724609046580872,0.005495911350902193
404_1ETH.A,0.159,0.73,0.02307,1,0.0958026175919225,0.4357112696822081
440_1ETH.A,0.029,0.83,0.08776,1,0.05403717674132311,0.5115861480228112
442_1ETH.A,0.0,0.79,0.04051,1,0.14524166699661217,0.4931739913196485
432_1EUV.A,0.0,0.21,0.2346,1,0.15383185595472149,0.11588127411186519
433_1EUV.A,0.0,0.0,0.07659,1,0.04592555688910296,0.06718467487495272
434_1EUV.A,0.0,0.15,0.21394,1,0.1404520170833972,0.10528680806472865
438_1EUV.A,0.0,0.7,0.35074,1,0.32404371474286076,0.21625408548637168
448_1EUV.A,0.369,0.95,0.7936,1,0.5742467668619271,0.8168420786975042
449_1EUV.A,0.0,0.0,0.09799,1,0.043637156095707265,0.07073466067543081
450_1EUV.A,0.104,0.0,0.16481,1,0.045990515394139855,0.11868631671964687
451_1EUV.A,0.0,0.59,0.28466,1,0.2376878580729198,0.1739150322381345
452_1EUV.A,0.0,0.0,0.13568,1,0.04448310315003901,0.07741083072270531
455_1EUV.A,0.0,0.42,0.19012,1,0.10832416783045287,0.12383787100896872
472_1EUV.A,0.0,0.71,0.23153,1,0.25856564418975936,0.16985776102061959
473_1EUV.A,0.0,0.0,0.05165,1,0.029082350469124007,0.06325636621886038
474_1EUV.A,0.112,0.95,0.43253,1,0.37149407964117315,0.396241611238129
477_1EUV.A,0.0,0.65,0.185,1,0.1334587450398746,0.1466300104388518
478_1EUV.A,0.104,0.83,0.3565,1,0.3389023095756955,0.31929066109928367
489_1EUV.A,0.0,0.6,0.33166,1,0.2341646728376896,0.19347237136335038
490_1EUV.A,0.108,0.45,0.37121,1,0.16708146720213798,0.25956269297004936
493_1EUV.A,0.0,0.85,0.28625,1,0.4144364328809196,0.21110231829637563
509_1EUV.A,0.131,0.09,0.12302,1,0.04549467797353675,0.12696759213781353
512_1EUV.A,0.185,0.84,0.56468,1,0.27966753137858247,0.5249515856100894
513_1EUV.A,0.278,0.85,0.58022,1,0.47569268708143064,0.6236062064601118
515_1EUV.A,0.258,0.0,0.1153,1,0.1744892867362265,0.1759899012668566
574_1EUV.A,0.0,0.0,0.45012,1,0.10106956464661497,0.15903065386347845
577_1EUV.A,0.603,0.75,0.79732,1,0.3962000688807432,0.9019019982957868
578_1EUV.A,1.0,0.88,0.93365,1,0.5132685908642107,0.9853336500712783
579_1EUV.A,0.0,0.0,0.12982,1,0.04383433851779377,0.07633617952020035
580_1EUV.A,0.0,0.0,0.11846,1,0.04214454383317449,0.07429179709847274
75_1EXB.E,0.389,0.98,0.83119,1,0.6097083153384362,0.15044050541500828
78_1EXB.E,0.389,0.98,0.38607,1,0.5468586276083501,0.08138094224187863
80_1EXB.E,0.958,0.0,0.43303,1,0.2101150923488218,0.510316612286208
34_1F34.A,0.0,0.0,0.00986,1,0.01308243412385697,0.020641371065540162
65_1F34.A,0.0,0.55,0.03269,1,0.08710684878533634,0.18298193270479488
66_1F34.A,0.0,0.75,0.0392,1,0.13853580683849154,0.34538709206481616
69_1F34.A,0.0,0.68,0.04578,1,0.07338626746371962,0.2835435700775954
70_1F34.A,0.0,0.78,0.05317,1,0.14919502138148075,0.3792474245585563
71_1F34.A,0.0,0.0,0.01309,1,0.013006835125839748,0.02073252541464339
72_1F34.A,0.0,0.86,0.0363,1,0.14969331436475947,0.45583707778156063
74_1F34.A,0.282,0.97,0.05941,1,0.36131763848978676,0.38069320893958875
75_1F34.A,0.548,0.95,0.05667,1,0.4274387691687816,0.20794548172247043
76_1F34.A,0.0,0.88,0.08098,1,0.1610988687983207,0.49247797508685726
79_1F34.A,0.079,0.92,0.0633,1,0.0758757498907712,0.472152411144624
86_1F34.A,0.0,0.64,0.03762,1,0.07078871431233208,0.2482655727917321
109_1F34.A,0.368,0.97,0.22258,1,0.37465871210458507,0.37619823047827333
128_1F34.A,0.0,0.13,0.03351,1,0.025459521324334714,0.03641892474628095
130_1F34.A,0.0,0.98,0.02305,1,0.28173893255468935,0.5776479534023692
131_1F34.A,0.0,0.17,0.04265,1,0.03233141063737966,0.043385695960681044
189_1F34.A,0.0,0.08,0.03592,1,0.017669516888812818,0.02976608207373665
218_1F34.A,0.169,0.97,0.00761,1,0.36111098870922026,0.4415199025655078
289_1F34.A,0.0,0.87,0.06598,1,0.18401823948598778,0.47667269025532255
290_1F34.A,0.0,0.58,0.04276,1,0.06916599579089107,0.20504239402546476
292_1F34.A,0.0,0.98,0.04342,1,0.35103442817788993,0.5845551456833921
300_1F34.A,0.0,0.0,0.00553,1,0.007700663859079393,0.020519788706001685
21_1F60.A,0.0,0.02,0.03023,1,0.014560058991304647,0.02916712271256107
64_1F60.A,0.0,0.03,0.10325,1,0.07249882485554023,0.038339453220895964
67_1F60.A,0.0,0.2,0.10892,1,0.06559071699275301,0.05733189792770874
68_1F60.A,0.0,0.95,0.1787,1,0.43610473302624525,0.3148134438964247
70_1F60.A,0.131,0.95,0.41058,1,0.4048390846134968,0.5285929426200496
72_1F60.A,0.368,0.39,0.31124,1,0.30694856269475124,0.1917781163422481
74_1F60.A,0.81,0.98,0.36091,1,0.6484417280667223,0.5905135221899726
75_1F60.A,0.872,0.94,0.59725,1,0.6223804751618341,0.7582708090447507
76_1F60.A,0.466,0.95,0.26468,1,0.4694516930410173,0.443387384967496
78_1F60.A,0.117,0.55,0.066,1,0.03577931422480772,0.11277563571240166
89_1F60.A,0.0,0.0,0.01377,1,0.013078531191819922,0.026316929870968918
90_1F60.A,0.0,0.05,0.04522,1,0.021257491486554057,0.032897362883514907
91_1F60.A,0.0,0.4,0.02686,1,0.0544769446953573,0.06798514581117238
92_1F60.A,0.0,0.0,0.00958,1,0.01336711452069623,0.025938380532461735
93_1F60.A,0.0,0.54,0.08517,1,0.08394696953022286,0.1110756018068295
94_1F60.A,0.0,0.26,0.0552,1,0.04919790400957675,0.054751133909856704
95_1F60.A,0.0,0.14,0.21136,1,0.15465558254619438,0.07056292891530548
97_1F60.A,0.0,0.02,0.21487,1,0.05237091879161768,0.05470655684635556
100_1F60.A,0.0,0.03,0.13011,1,0.046102348917827767,0.04201480063551906
250_1F60.A,0.0,0.07,0.79511,1,0.15169957513880214,0.3382809041945578
251_1F60.A,0.079,0.34,0.36996,1,0.24322956849453387,0.18239084481007883
252_1F60.A,0.279,0.83,1.0,1,0.6590192285116667,0.8809289846284415
289_1F60.A,0.0,0.05,0.07059,1,0.030140672216507954,0.03588708312448289
291_1F60.A,0.371,0.01,0.36496,1,0.13742231765174784,0.10478103806782778
293_1F60.A,0.371,0.04,0.65933,1,0.1913961332507151,0.263277591810796
294_1F60.A,0.4,0.07,0.61047,1,0.2874875416223491,0.24670428514754533
320_1F60.A,0.0,0.36,0.45512,1,0.18792902397199554,0.23288851140350997
428_1F60.A,0.0,0.05,0.41369,1,0.10334443210100763,0.1117898644922966
167_1F6Y.A,0.0,0.14,0.1756,1,0.0813646683664479,0.04619752334631691
170_1F6Y.A,0.0,0.13,0.11223,1,0.06377720643435478,0.032265646405538306
173_1F6Y.A,0.0,0.08,0.04585,1,0.021507628628598553,0.018627032174303795
174_1F6Y.A,0.0,0.02,0.08031,1,0.03238965689193969,0.017184600034619857
181_1F6Y.A,0.0,0.02,0.17226,1,0.04576633457794151,0.027443649982924534
204_1F6Y.A,0.0,0.92,0.23864,1,0.5249662532400106,0.6680341092473657
205_1F6Y.A,0.0,0.68,0.31259,1,0.2695718388402348,0.509617183275314
209_1F6Y.A,0.0,0.96,0.21201,1,0.45078793508380427,0.6758984863462589
213_1F6Y.A,0.0,0.64,0.25151,1,0.23832975466325265,0.38846948896897626
216_1F6Y.A,0.0,0.93,0.20736,1,0.5199832622167532,0.6410818408859802
217_1F6Y.A,0.0,0.97,0.26266,1,0.5458525844669225,0.7392743907216905
241_1F6Y.A,0.0,0.82,0.54048,1,0.2840058691956091,0.8623208243666113
244_1F6Y.A,0.341,0.95,0.66737,1,0.5296687981501038,0.8114194845378432
245_1F6Y.A,0.193,0.98,0.8345,1,0.616325965670363,0.9591200550408993
246_1F6Y.A,0.273,0.96,0.34696,1,0.5660787313417586,0.5385689792315806
247_1F6Y.A,0.187,0.86,0.55595,1,0.4833639188640027,0.770439767989854
249_1F6Y.A,0.273,0.95,0.28433,1,0.332538449286698,0.44645874207708053
251_1F6Y.A,1.0,0.96,1.0,1,0.651382218168998,0.5343345189950824
253_1F6Y.A,0.287,0.96,0.74385,1,0.6074061678835876,0.8961045835016181
251_1FC2.D,0.0,0.0,0.01977,1,0.01572612223645864,0.015672503463618096
252_1FC2.D,0.628,0.02,0.06264,1,0.13604148761991172,0.612804434681319
253_1FC2.D,1.0,0.12,0.06277,1,0.09466887400048721,0.9080500569596238
254_1FC2.D,0.426,0.02,0.07388,1,0.07739147713231154,0.24045046134673304
309_1FC2.D,0.535,0.02,0.01814,1,0.05774627575915346,0.4595715997333299
311_1FC2.D,0.704,0.02,0.02122,1,0.06722828020423699,0.7602876384450218
432_1FC2.D,0.194,0.0,0.00866,1,0.03797428460755472,0.06954501231189765
433_1FC2.D,0.458,0.05,0.05341,1,0.06745456779158206,0.23595510375824774
434_1FC2.D,0.676,0.03,0.0666,1,0.14725759150690618,0.6720099730873198
435_1FC2.D,0.653,0.05,0.02693,1,0.09490207191481385,0.6025854696273042
92_1FFW.A,0.166,0.95,0.15072,1,0.4845893046924288,0.22564911582650843
96_1FFW.A,0.084,0.98,0.15417,1,0.2920064776933665,0.21857043866248663
100_1FFW.A,0.117,0.6,0.17939,1,0.1876956269712169,0.11454600745129252
103_1FFW.A,0.0,0.05,0.10424,1,0.04383769636159755,0.04474129284308383
105_1FFW.A,0.117,0.16,0.09095,1,0.03313699215516906,0.0640245071477422
106_1FFW.A,0.117,0.22,0.20427,1,0.16145455207497694,0.054579393908573616
122_1FFW.A,0.085,0.03,0.13231,1,0.03468674328388603,0.04406321888674028
126_1FFW.A,0.117,0.03,0.31187,1,0.06370238651268441,0.029412409305467624
178_1FFW.B,0.032,0.86,0.53326,1,0.35211683640324476,0.9179261204046023
181_1FFW.B,0.099,0.92,0.4663,1,0.4438375397262331,0.7840763642967177
182_1FFW.B,0.244,0.52,0.2986,1,0.3276095453308903,0.41738176369777363
203_1FFW.B,0.166,0.46,0.12767,1,0.15578803307645317,0.07328932522765143
207_1FFW.B,0.185,0.99,0.31796,1,0.5561143641000595,0.26603693792250777
213_1FFW.B,0.347,0.82,0.57399,1,0.4263351579085641,0.942794374633456
214_1FFW.B,0.347,0.93,1.0,1,0.7491010793581967,0.999805528140346
215_1FFW.B,0.322,0.94,0.51154,1,0.5375513973151426,0.8443686963546078
216_1FFW.B,0.0,0.0,0.19704,1,0.09300387593996604,0.3917518601479087
217_1FFW.B,0.052,0.98,0.35146,1,0.26753550963223277,0.39897292318028005
37_1FIN.A,0.0,0.0,0.04085,1,0.026945819531062325,0.05835086742074601
39_1FIN.A,0.0,0.04,0.04127,1,0.019115261559462415,0.05997958810941837
40_1FIN.A,0.0,0.02,0.13696,1,0.04392925237913551,0.08123539114830994
41_1FIN.A,0.0,0.09,0.25442,1,0.07258181299043624,0.12350965228288606
42_1FIN.A,0.0,0.07,0.30346,1,0.06927953973321772,0.14194944513505242
44_1FIN.A,0.0,0.05,0.1494,1,0.04103533062325397,0.0862238974859569
46_1FIN.A,0.0,0.05,0.35859,1,0.08384980199041156,0.1656007055179665
49_1FIN.A,0.0,0.1,0.23788,1,0.10072233825310752,0.1180058797251836
50_1FIN.A,0.0,0.0,0.30261,1,0.1010012116630706,0.13577806514178622
52_1FIN.A,0.0,0.12,0.03746,1,0.02663617553642983,0.06239158884558511
53_1FIN.A,0.0,0.02,0.13244,1,0.04280620282605694,0.08004439563867503
56_1FIN.A,0.0,0.02,0.10346,1,0.040536378854210735,0.07278031136883771
57_1FIN.A,0.0,0.02,0.17908,1,0.0404183717463186,0.09313229842232547
71_1FIN.A,0.4,0.02,0.08325,1,0.08712166677731455,0.059364063608927126
119_1FIN.A,0.0,0.0,0.21979,1,0.09204731801167991,0.10478363993137065
120_1FIN.A,0.0,0.01,0.41244,1,0.05447904256512749,0.18946247015482628
122_1FIN.A,0.0,0.01,0.45244,1,0.1526183167876265,0.21226300122084843
150_1FIN.A,0.416,0.09,0.43095,1,0.17722567662912078,0.1847751328176397
152_1FIN.A,0.416,0.05,0.61654,1,0.28406859552959207,0.29891568496548643
154_1FIN.A,0.548,0.26,0.8711,1,0.44862491614371863,0.5373805896135331
156_1FIN.A,0.279,0.0,0.35265,1,0.28762938616608374,0.14492244626647738
159_1FIN.A,0.918,0.44,0.61399,1,0.3357203525223704,0.3155317064319525
180_1FIN.A,0.051,0.0,0.35746,1,0.06656009930169873,0.15782359926758135
181_1FIN.A,0.079,0.02,0.44184,1,0.050292796574107124,0.2024642566426479
182_1FIN.A,0.0,0.02,0.33682,1,0.05766053198560118,0.1524731379754541
272_1FIN.A,0.0,0.01,0.68155,1,0.06439450002671313,0.37823826172987246
276_1FIN.A,0.0,0.01,0.17837,1,0.033583914066984,0.09233591898480288
277_1FIN.A,0.0,0.0,0.01767,1,0.015579754838396187,0.05398535985878503
278_1FIN.A,0.0,0.01,0.4294,1,0.053862524613540276,0.1988930449127307
57_1FLE.E,0.0,0.89,0.01938,1,0.14389939897011822,0.05334917067037508
97_1FLE.E,0.0,0.9,0.05262,1,0.15820766428151922,0.05604222561533487
99_1FLE.E,0.341,0.17,0.91721,1,0.4977329943344502,0.12077451495839132
172_1FLE.E,0.382,0.0,0.60773,1,0.25786052399194576,0.07645890725138199
192_1FLE.E,0.0,0.29,0.03569,1,0.04042328056299978,0.031207539119818502
193_1FLE.E,0.0,0.63,0.02062,1,0.07752879717568152,0.042052195326280434
195_1FLE.E,0.0,0.85,0.01282,1,0.11498102630079535,0.05102238654202098
214_1FLE.E,0.259,0.0,0.00793,1,0.11133058166816394,0.03179426396573112
215_1FLE.E,0.155,0.0,0.67097,1,0.2797574968781782,0.06271367095785939
216_1FLE.E,0.0,0.85,0.65599,1,0.37045750931546806,0.10888413584230859
217_1FLE.E,0.0,0.52,0.67275,1,0.23948432643384607,0.08318237443821096
3_1FRV.A,0.0,0.68,0.00396,1,0.06146293591740587,0.2299489501243902
4_1FRV.A,0.0,0.78,0.00693,1,0.15839218396247087,0.2831686366935049
